ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
257050.OF,国联安主题驱动,国联安基金,20090826,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,张汉毅,1.81,20211231,0.2607659574468085,-0.24812689841376992,0.4693474553451215,0.8014780818570556,0.0826495823720562,-0.07758590961787777,1.5064187829787232
550008.OF,信诚优胜精选,中信保诚基金,20090826,混合型,稳定增值型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,王睿,35.09,20211231,0.23545109309247658,-0.2787239345351832,0.3581400080626585,0.4857737690404641,0.3202735766334139,-0.09891031034000151,1.1392239915837012
110020.OF,易方达沪深300ETF联接A,易方达基金,20090826,股票型,被动指数型,沪深300指数收益率*95%+活期存款利率(税后)*5%,0.15,0.05,余海燕,64.13,20211231,0.22625545851528397,-0.2220491134357149,0.357967006770287,0.2971701425461695,-0.024305743517566147,-0.07190412782956056,0.5218340611353713
070018.OF,嘉实回报灵活配置,嘉实基金,20090818,混合型,增值型,同期人民币一年期定期存款利率(税前),1.5,0.25,常蓁,7.73,20211231,0.35830462302700106,-0.2305196720344482,0.5442867842085092,0.796766951344108,0.014553630426120567,-0.0723649715130179,1.7293960259594583
050012.OF,博时策略灵活配置,博时基金,20090811,混合型,灵活配置型,沪深300指数收益率*60%+中国债券总指数收益率*40%,1.5,0.25,孙少锋,3.0,20211231,0.11381671075151693,-0.2308444506530698,0.4794901834362513,0.4718876228575881,0.037284897767712946,-0.10967742117041854,0.7229000777967947
460007.OF,华泰柏瑞行业领先,华泰柏瑞基金,20090803,混合型,稳定增值型,沪深300指数*80%+上证国债指数*15%+同业存款利率*5%,1.5,0.25,吕慧建,3.16,20211231,0.3543771043771044,-0.2684897451833437,0.7249575551782683,0.65501968503937,0.1415402914064823,-0.1169575410263089,1.8535353535353536
519987.OF,长信恒利优势,长信基金,20090730,混合型,混合型,沪深300指数*70%+上证国债指数*30%,1.5,0.25,刘亮,0.31,20211231,0.10017172295363466,-0.1535602794707893,0.32981586757990855,0.8512566320986773,-0.08616995491876783,-0.1008432811378249,0.8837162237304764
166005.OF,中欧价值发现A,中欧基金,20090724,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,曹名长 沈悦 蓝小康,28.65,20211231,0.2611611161116111,-0.19247787610619474,0.2907502761454513,0.1684350937001805,0.26667012498355663,-0.05014338388427764,0.8482744824482448
410007.OF,华富价值增长,华富基金,20090715,混合型,稳健增长型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,陈启明,12.51,20211231,0.12215988000666629,-0.23908523908523913,0.5732641579392439,0.6845801054444786,0.29617184225752413,-0.08932497499081629,1.6716608132881507
350007.OF,天治趋势精选,天治基金,20090715,混合型,灵活配置型,沪深300指数收益率*50%+1年期定期存款利率(税后)*50%,1.5,0.25,尹维国,0.89,20211231,0.1420256111757858,-0.18246687054026497,0.20698254364089766,0.8388429752066117,0.054835095505617916,-0.05674740245222953,1.0617662165308497
519091.OF,新华泛资源优势,新华基金,20090713,混合型,灵活配置型,沪深300指数*60%+上证国债指数*40%,1.5,0.25,栾超,13.39,20211231,0.2040816326530612,-0.09948415622697127,0.4026186579378069,0.676487747957993,0.305115712545676,-0.08064795680287978,2.0592724046140196
000051.OF,华夏沪深300ETF联接A,华夏基金,20090710,股票型,被动指数型,"沪深300指数收益率*95%+1%(指年收益率,评价时应按期间折算)",0.5,0.1,张弘弢 赵宗庭,108.84,20211231,0.22620169651272384,-0.2259800153727902,0.3584905660377361,0.277266081871345,-0.03279345275568026,-0.07289940828402365,0.47672007540056555
210003.OF,金鹰行业优势,金鹰基金,20090701,混合型,稳健增长型,沪深300指数收益率*75%+中证全债指数收益率*25%,1.5,0.25,倪超,8.84,20211231,0.18978970052760652,-0.2452382439268095,0.42815007859683946,0.803729452759087,0.5690818281871688,-0.11516234502609188,2.212363654603552
470007.OF,汇添富上证综指,汇添富基金,20090701,股票型,被动指数型,上证综合指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.15,吴振翔,8.1,20211231,0.11852193995381069,-0.19103072348860262,0.22839350689127103,0.2100709331686541,0.03253529350398742,-0.06496937715368539,0.29854084988452656
400011.OF,东方核心动力,东方基金,20090624,混合型,混合型,沪深300指数收益率*80%+中证全债指数收益率*20%,1.5,0.25,盛泽,2.23,20211231,0.02943401416683856,-0.22424849699398802,0.28712052695023244,0.4410618017138683,0.060787474089833544,-0.07743650709049527,0.44981977168007703
540006.OF,汇丰晋信大盘A,汇丰晋信基金,20090624,股票型,稳健增长型,沪深300指数*90%+同业存款利率*10%,1.5,0.25,严瑾 黄立华,19.29,20211231,0.2806921275973076,-0.20615788872386612,0.42923425786027775,0.4264486157599488,-0.015167666108870348,-0.08232367481541814,0.8736564420544337
398041.OF,中海量化策略,中海基金,20090624,混合型,混合型,沪深300指数涨跌幅*80%+中国债券总指数涨跌幅*20%,1.5,0.25,彭海平,4.4,20211231,-0.026485693323551007,-0.2559348858241013,0.6879332725615315,0.5779981946796986,-0.06000000000000013,-0.11246200607902733,0.6096441085840058
217012.OF,招商行业领先A,招商基金,20090619,混合型,混合型,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*25%,1.5,0.25,吴昊,3.38,20211231,0.33130851139855644,-0.29341349508830317,0.43028684950239315,0.8354180333085499,-0.1262553802008608,-0.13423645154592428,0.8680392553419566
270021.OF,广发聚瑞A,广发基金,20090616,混合型,混合型,沪深300指数*80%+中证全债指数*20%,1.5,0.25,费逸,29.67,20211231,0.16175621028307338,-0.26802585778219795,0.8172554347826086,0.665158878504673,0.20665424421345657,-0.11862766986678575,1.7366839976891968
310388.OF,申万菱信消费增长,申万菱信基金,20090612,混合型,增值型,沪深300指数收益率*80%+中债总指数(全价)收益率*20%,1.5,0.25,孙琳 杨扬,2.97,20211231,0.4933948252950832,-0.26631771787490194,0.6020543625597488,0.890412493839062,-0.12300293904783421,-0.13227222941587816,1.525213694989447
519113.OF,浦银安盛精致生活,浦银安盛基金,20090604,混合型,灵活配置型,沪深300指数*55%+中证全债指数*45%,1.5,0.25,吴勇,2.77,20211231,-0.026696068311907746,-0.3660641118341769,0.5349331077484603,0.6243469199273416,0.3882277238399829,-0.15060240963855423,0.8139854414938535
020015.OF,国泰区位优势,国泰基金,20090527,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,饶玉涵,1.98,20211231,0.2035150166852057,-0.2708048356686014,0.5789660717907119,0.6105720980836377,-0.03718321523719849,-0.13786407725577113,0.8525402669632927
519185.OF,万家精选,万家基金,20090518,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,黄海,6.58,20211231,0.11934924656620902,-0.1722919313850065,0.3031251139143364,-0.01441688627627323,-0.06686983056742701,0.03237846385279926,0.14662434102324765
580005.OF,东吴进取策略A,东吴基金,20090506,混合型,灵活配置型,沪深300指数*65%+中证全债指数*35%,1.5,0.25,赵梅玲,1.03,20211231,0.02562949640287773,-0.18817709311791594,0.4185769242634583,0.616292795466411,-0.0814463136404826,-0.05333712021599203,0.6605272803186023
519025.OF,海富通领先成长,海富通基金,20090430,混合型,混合型,MSCI China A指数*80%+上证国债指数*20%,1.5,0.25,李志,1.46,20211231,0.17831019555157476,-0.3271045797174891,0.5615698171880891,0.6746739886564298,0.06741803152569929,-0.09107314153006038,1.009612949693984
180018.OF,银华和谐主题,银华基金,20090427,混合型,灵活配置型,沪深300指数收益率*55%+中国债券总指数收益率*45%,1.5,0.25,唐能,4.54,20211231,0.23097207859358848,-0.17591191796940656,0.4423351147373789,0.7629375979761075,0.02849125916039093,-0.07030430310998773,1.4652766752843844
519670.OF,银河行业优选,银河基金,20090424,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,王海华,13.98,20211231,0.0845210199862164,-0.29325639917643165,0.5420491476046609,0.7604369894163249,-0.02207354896869179,-0.14946418453106933,0.7306823266712613
161611.OF,融通内需驱动AB,融通基金,20090422,混合型,混合型,沪深300指数收益率*80%+中债综合全价(总值)指数收益率*20%,1.5,0.25,范琨,6.93,20211231,0.07247972770047043,-0.1569121627928684,0.6095496184894393,0.4896710012860596,0.3230611196855019,-0.08889751575258402,1.6165701872059268
290006.OF,泰信蓝筹精选,泰信基金,20090422,混合型,混合型,沪深300指数*75%+上证国债指数*25%,1.5,0.25,徐慕浩 董山青,7.95,20211231,-0.09350436681222707,-0.32153179190751446,0.3153162023070098,0.30878592922848447,0.4085651760456991,-0.11318242428325119,0.32284351528384275
519698.OF,交银先锋A,交银施罗德基金,20090410,混合型,混合型,中证700指数*75%+中证综合债券指数*25%,1.5,0.25,封晴,14.21,20211231,-0.20677361853832446,-0.09655035685963528,0.41563360152135753,0.7394157069875679,0.1926539341704322,-0.09615240411214715,0.902629270210758
162211.OF,泰达宏利品质生活,泰达宏利基金,20090409,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,0.7,0.25,师婧,0.14,20211231,0.05738032446255883,-0.2918902577280629,0.20134107161916967,0.292553190969515,-0.03292181202907386,-0.10744680566754958,0.0035574522496603315
660003.OF,农银汇理平衡双利,农银汇理基金,20090408,混合型,平稳型,沪深300指数*55%+中证全债指数*45%,1.5,0.25,陈富权,4.71,20211231,0.2725998234591619,-0.2317108001142437,0.39533212806626317,0.7370919734719958,0.1550248736532116,-0.08426837910204878,1.5070834415078664
163807.OF,中银行业优选A,中银基金,20090403,混合型,灵活配置型,沪深300指数*65%+中证国债指数*35%,1.5,0.25,王伟,19.66,20211231,0.2882390587308621,-0.2124570118456248,0.5538145442196671,0.7179636275365748,0.3190600646448832,-0.09582003221415619,2.2307230837394774
690001.OF,民生加银品牌蓝筹,民生加银基金,20090327,混合型,灵活配置型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,高松,1.42,20211231,0.17282662419682587,-0.19919460573141046,0.42812893228862114,0.7348314584659649,-0.019138601762027405,-0.08669813994588241,1.0845268713273657
110015.OF,易方达行业领先,易方达基金,20090326,混合型,稳健增长型,沪深300指数收益率*80%+中债总指数收益率*20%,1.5,0.25,冯波,21.99,20211231,0.42098865478119946,-0.25288584865327063,0.629267095851216,0.791558134670088,0.055111422649710876,-0.10134633406909477,1.9395249797406806
340008.OF,兴全有机增长,兴证全球基金,20090325,混合型,灵活配置型,沪深300指数*50%+中证国债指数*45%+同业存款利率*5%,1.5,0.25,乔迁 季侃乐 钱鑫,30.22,20211231,0.36497905532283687,-0.30178297444579644,0.44017522258003416,0.5392003640819,0.15218898568343137,-0.10124650727422148,1.1879739455438394
450007.OF,国富成长动力,国海富兰克林基金,20090325,混合型,混合型,沪深300指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,1.5,0.25,杜飞,0.57,20211231,0.15056722830100017,-0.2622214444055536,0.475569252055661,0.42225859412880346,0.05944055767542122,-0.10548523205250634,0.6885942740149023
202015.OF,南方沪深300ETF联接A,南方基金,20090325,股票型,被动指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,罗文杰,13.8,20211231,0.23644011512065533,-0.2264995523724261,0.38061311525999075,0.3291066653869413,-0.022004888207472605,-0.07210784455589891,0.5928199616264481
070017.OF,嘉实量化阿尔法,嘉实基金,20090320,混合型,混合型,中证800指数*95%+上证国债指数*5%,1.5,0.25,金猛,2.0,20211231,-0.023395456862856236,-0.2869489559164733,0.43497701944195877,0.4588464653619458,0.08806396946444636,-0.06597472189867926,0.4815180705829036
213006.OF,宝盈核心优势A,宝盈基金,20090317,混合型,灵活配置型,沪深300指数*65%+上证国债指数*35%,1.5,0.25,李健伟,12.07,20211231,0.0,-0.2320074951026318,0.7057809336364139,0.5763385256610547,0.14812596585449744,-0.10513642690146377,1.122195195911414
320007.OF,诺安成长,诺安基金,20090310,混合型,混合型,中证800指数收益率*70%+中证综合债券指数收益率*30%,1.5,0.25,蔡嵩松,274.08,20211231,-0.12803394272165725,-0.31835420393559927,0.9544185072433341,0.39098954421052756,0.22498554107428076,-0.16288951988701678,0.6569656829100892
481009.OF,工银瑞信沪深300A,工银瑞信基金,20090305,股票型,被动指数型,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,0.5,0.1,刘伟琳,16.72,20211231,0.21949017156352021,-0.22452583015321528,0.3508399265515976,0.27345665369573297,-0.03260002265316063,-0.07192497872932857,0.46057160519552676
360010.OF,光大精选,光大保德信基金,20090304,混合型,混合型,沪深300指数收益率*75%+中证全债指数收益率*25%,1.5,0.25,戴奇雷,0.38,20211231,0.01876842821501469,-0.15379905371555802,0.39433515522231,0.15934446139995084,-0.23287761999749526,-0.13236439400020023,-0.07244545248355637
519069.OF,汇添富价值精选A,汇添富基金,20090123,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,劳杰男,187.93,20211231,0.28309729808110573,-0.13830708958035096,0.40204172550219675,0.47569985060757414,-0.045927429642694646,-0.07393616997127331,1.0211261177437283
519697.OF,交银优势行业,交银施罗德基金,20090121,混合型,灵活配置型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,1.5,0.25,何帅,59.57,20211231,0.1081939378694504,0.003206128528869305,0.43901766502630235,0.35929029053178985,0.19760696168063924,-0.09144496474390063,1.3661912180857751
379010.OF,上投摩根中小盘,上投摩根基金,20090121,混合型,混合型,天相中盘指数收益率*40%+天相小盘指数收益率*40%+上证国债指数收益率*20%,1.5,0.25,郭晨,6.36,20211231,0.16431643708825616,-0.3233107318213701,0.7080038559878378,0.6647135994099622,-0.021538138253872106,-0.09583378068899692,0.9818960472586705
200010.OF,长城双动力,长城基金,20090115,混合型,混合型,标普中国A股300指数收益率*75%+中证综合债指数收益率*25%,1.5,0.25,尤国梁 龙宇飞,1.92,20211231,-0.015160095839686414,-0.30939006590295903,0.42869791213013975,0.016206649499133294,0.1335747643497656,-0.09276894020066671,0.015611008494881324
270010.OF,广发沪深300ETF联接A,广发基金,20081230,股票型,被动指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,刘杰,13.02,20211231,0.22477587612061936,-0.22393753881643153,0.3557640676803476,0.2805551268328023,-0.02675154086334592,-0.07277393744885992,0.4891726596033687
410006.OF,华富策略精选,华富基金,20081224,混合型,灵活配置型,沪深300指数*60%+上证国债指数*40%,1.5,0.25,高靖瑜,0.13,20211231,-0.019927110275099955,-0.30926536731634185,0.4414430642361111,0.3817082395384291,0.2788939753981057,-0.11829211377479044,0.5207933752645192
210002.OF,金鹰红利价值,金鹰基金,20081204,混合型,价值型,中证红利指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,陈颖,0.76,20211231,0.03478551160073446,-0.21525806451612903,0.1641621788283659,0.15241792702902315,0.4164042466628487,-0.056873998250689124,0.4553382874311469
398031.OF,中海蓝筹配置,中海基金,20081203,混合型,灵活配置型,沪深300指数*60%+中债国债指数*40%,1.5,0.25,邱红丽,0.68,20211231,0.23939094107299924,-0.23116157360180958,0.4505686241707528,0.4168128038555091,0.0493110936061597,-0.12970494052580378,0.7884011213720318
420003.OF,天弘永定成长,天弘基金,20081202,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,于洋 刘国江 田俊维,7.97,20211231,0.08238798661552262,-0.2647014475271412,0.4165709159874929,0.6483134643576781,-0.04938813762106439,-0.08746265905871271,0.6124809067167224
090007.OF,大成策略回报,大成基金,20081126,混合型,混合型,沪深300指数*80%+中债综合指数*20%,1.5,0.25,徐彦,11.3,20211231,0.29395457937946484,-0.26886947923533294,0.35577991378338797,0.2114108641559172,0.23308088103126756,-0.017170690963568914,0.8830604781959699
530006.OF,建信核心精选,建信基金,20081125,混合型,混合型,沪深300指数*75%+中国债券总指数*25%,1.5,0.25,王东杰,4.78,20211231,0.13080594205821058,-0.2561968733281816,0.6564362622872213,0.7256769875083073,0.052618534975275265,-0.02307985047368445,1.4723525441957386
100032.OF,富国中证红利指数增强A,富国基金,20081120,股票型,增强指数型,中证红利指数收益率*90%+一年期银行储蓄存款利率(税后)*10%,1.2,0.2,徐幼华 方旻,53.89,20211231,0.23286468482647749,-0.16258436233391216,0.20582120484428834,0.07547460241182491,0.17697292260764738,-0.030988274476852845,0.5269860115345345
110013.OF,易方达科翔,易方达基金,20081113,混合型,稳健增长型,中证红利指数收益率*80%+中债总指数收益率*20%,1.5,0.25,陈皓,64.61,20211231,0.2521017899114084,-0.2552569355450066,0.6065774012257455,0.6483682271616342,0.27521257371521557,-0.11974281858645687,1.7733495773820285
571002.OF,诺德主题灵活配置,诺德基金,20081105,混合型,灵活配置型,沪深300指数*60%+上证国债指数*40%,1.5,0.25,朱红,0.81,20211231,0.14987680060652012,-0.24688916357643179,0.34345447483588615,0.3964579408717389,0.09230485814020749,-0.10901832809137038,0.5815206358984081
002031.OF,华夏策略精选,华夏基金,20081023,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,林晶,12.11,20211231,0.13246241775130868,-0.1422877978461799,0.34117552644587246,0.5212819219550606,0.07109940824898857,-0.09480639220296715,0.9220331804428221
257040.OF,国联安红利,国联安基金,20081022,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,徐俊,1.01,20211231,0.1213510926782581,-0.3672446876554616,0.27554557196608087,0.09700000088052808,0.02187784625264482,0.0008920630179800586,0.01629861620673159
040011.OF,华安核心优选,华安基金,20081022,混合型,混合型,沪深300指数收益率*80%+中债国债总财富指数收益率*20%,1.5,0.25,盛骅 陆秋渊,12.02,20211231,0.18674399969473818,-0.11435828189300402,0.41800695800515403,0.7516383569234769,0.15675345484732223,-0.11749174961185328,1.6656458274506816
260111.OF,景顺长城公司治理,景顺长城基金,20081022,混合型,混合型,沪深300指数*80%+中证全债指数*20%,1.5,0.25,杨锐文,3.51,20211231,0.3119813118583635,-0.1492831037391059,0.3336411764705881,0.5447323893642337,0.4462673862835165,-0.11376436213679832,1.9471535193950944
110012.OF,易方达科汇,易方达基金,20081009,混合型,灵活配置型,沪深300价值指数收益率*60%+中债总指数收益率*40%,1.5,0.25,杨嘉文,8.59,20211231,0.17834982391413706,-0.19145378211058137,0.35785225522552255,0.6082950611919734,0.2417678339731936,-0.057637444272667336,1.43475779389569
240011.OF,华宝大盘精选,华宝基金,20081007,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,詹杰,3.06,20211231,0.13622770479547147,-0.28535175525165657,0.6188457426523769,0.9501292409642946,0.018285810338290034,-0.11714887091465469,1.3050570116415678
630002.OF,华商盛世成长,华商基金,20080923,混合型,混合型,沪深300指数收益率*75%+上证国债指数收益率*25%,1.5,0.25,周海栋,23.91,20211231,-0.02716075376355399,-0.11267110317589138,0.3166878124618949,0.39940936215803685,0.15944558825301083,-0.018830190764304273,0.8097186572270766
620002.OF,金元顺安成长动力,金元顺安基金,20080903,混合型,灵活配置型,标普中国A股300指数*55%+中证综合债指数*45%,1.5,0.25,贾丽杰,0.17,20211231,0.1325650950035187,-0.30058252427184473,0.4899627762354249,0.3004556314894168,0.24181328190539356,-0.12114989636396555,0.6751037825475016
519696.OF,交银环球精选,交银施罗德基金,20080822,混合型,价值型,标准普尔全球大中盘指数(S&P Global LargeMidCap Index)*70%+恒生指数*30%,1.8,0.35,周中 陈俊华 陈舒薇,0.93,20211231,0.19200546634779625,-0.045694632109077385,0.2579028283962346,0.23721202005442163,0.026654146201922947,-0.06321636609842757,0.6917452730733563
180013.OF,银华领先策略,银华基金,20080820,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,倪明 苏静然,7.56,20211231,0.29144222880176923,-0.34531996575247875,0.4798985742006243,0.7330854553491088,-0.0392116711139288,-0.10173486807709298,0.8718579709627939
481008.OF,工银瑞信大盘蓝筹,工银瑞信基金,20080804,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,王筱苓,4.37,20211231,0.2830884691216688,-0.1363140676117775,0.2866151744719926,0.578495996526503,0.08692694258054799,-0.06409345099043275,1.2894831011893402
660001.OF,农银汇理行业成长A,农银汇理基金,20080804,混合型,混合型,沪深300指数*75%+中证全债指数*25%,1.5,0.25,赵伟,19.98,20211231,0.15341535345110074,-0.30544149169701196,0.31897641481371314,0.6210530915936334,0.08279601830653056,-0.09599860448188859,0.6767449849563586
610002.OF,信达澳银精华A,信达澳银基金,20080730,混合型,灵活配置型,沪深300指数收益率*60%+中国债券总指数收益率*40%,1.5,0.25,冯明远,9.54,20211231,0.22213882020487455,-0.15260666931608804,0.7407648646344063,0.41844247320927286,0.3327040746348278,-0.11527777712996576,2.0150747394913453
166002.OF,中欧新蓝筹A,中欧基金,20080725,混合型,灵活配置型,沪深300指数*60%+上证国债指数*35%+一年期定期存款利率*5%,1.5,0.25,周蔚文,143.2,20211231,0.19700457293680743,-0.1832982923952618,0.591082380638478,0.42773877423995416,0.033865280892705886,-0.06407610147233299,1.149115299389252
519089.OF,新华优选成长,新华基金,20080725,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,栾超,11.01,20211231,-0.06032601282226158,-0.06912191582002891,0.43751546885961506,0.7100634032497093,0.3193501825252895,-0.0859521253629727,1.5939007468285362
540004.OF,汇丰晋信2026,汇丰晋信基金,20080723,混合型,混合型,中债新综合指数收益率(全价)*80%+MSCI中国A股在岸指数收益率*20%,0.75,0.2,严瑾,1.16,20211231,0.1478235322920236,-0.12059036812694628,0.5947753188806442,0.4164238287896083,0.018650927924146018,-0.0003310922402830185,1.32232159819811
460005.OF,华泰柏瑞价值增长A,华泰柏瑞基金,20080716,混合型,价值增长型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,李晓西,15.15,20211231,0.028287878037914955,-0.23201694221837185,0.8557000438623973,0.7346915495893533,-0.015467086961390045,-0.11924488505650876,1.2049830990446961
270008.OF,广发核心精选,广发基金,20080716,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,程琨,9.43,20211231,0.12978780393440661,-0.2939379575499026,0.33858819931374,0.5527910679015271,0.028348396392927324,-0.03695565206588694,0.6425688640219042
519066.OF,汇添富蓝筹稳健A,汇添富基金,20080708,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,雷鸣,78.45,20211231,0.4609216469202069,-0.21739812263368957,0.4524647745479516,0.5911589128942323,-0.10062431058742925,-0.08271298637029215,1.181069532630752
310368.OF,申万菱信竞争优势,申万菱信基金,20080704,混合型,混合型,沪深300股票指数收益率*80%+中债总指数(全价)收益率*20%,1.2,0.1,廖明兵,1.14,20211231,0.2976277818537539,-0.3011080958842153,0.4296603385992344,0.5720276478684573,0.3550857083397169,-0.12671794606791675,1.4126865688432375
450004.OF,国富深化价值,国海富兰克林基金,20080703,混合型,混合型,沪深300指数*85%+中债国债总指数(全价)*15%,1.5,0.25,刘晓,22.7,20211231,0.23893805309734512,-0.20697004608294928,0.5157269485000364,0.8160442551890117,0.2201066261336405,-0.08052434309097291,2.0340630745075647
519601.OF,海富通海外精选,海富通基金,20080627,混合型,混合型,MSCI中国指数(以美元计价),1.5,0.35,陶意非 高峥,0.91,20211231,0.3739686715293553,-0.16792132631304119,0.27221827338888305,0.19969434421137627,-0.1955838657483809,-0.10203758338629162,0.2498653354059548
519183.OF,万家双引擎,万家基金,20080627,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,0.8,0.25,叶勇,2.5,20211231,0.05999760009599612,-0.147563875155678,0.28797934027009064,0.22696969846354434,0.24050382756734986,-0.09767460466065354,0.5979630694772208
290005.OF,泰信优势增长,泰信基金,20080625,混合型,灵活配置型,沪深300指数*55%+中证全债指数*45%,1.5,0.25,朱志权,0.46,20211231,-0.10489479115258639,-0.22535211267605632,0.3319056486573923,0.5796529957650189,0.1333000501569542,-0.1149779731654212,0.4632299071290772
519991.OF,长信双利优选A,长信基金,20080619,混合型,灵活配置型,中证800指数收益率*60%+中证综合债券指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%,1.5,0.25,祝昱丰,1.5,20211231,0.2664032806561313,-0.20191130592741788,0.3747126323602179,0.5986043098106277,-0.06631738767065633,-0.08641284997629792,0.8946340668133627
217010.OF,招商大盘蓝筹,招商基金,20080619,混合型,混合型,沪深300指数收益率*75%+中债固定利率国债全价(总值)指数收益率*25%,1.5,0.25,郭锐,11.32,20211231,0.0818653313064473,-0.247386039591685,0.598801905441766,0.8141060682159604,-0.029535865442230885,-0.08043478153995567,1.1074866538495929
202011.OF,南方优选价值A,南方基金,20080618,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,罗安安,14.78,20211231,0.21384349050790752,-0.22376658850830333,0.5396765881913304,0.561316641710402,-0.03581929547188945,-0.10552480103272752,0.9534498224817345
121006.OF,国投瑞银稳健增长,国投瑞银基金,20080611,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,孙文龙,7.34,20211231,0.05654904102109062,-0.13572789818792594,0.4385749149755205,0.5772357720831439,0.07106038288633627,-0.04778274322394172,1.113096153846154
080002.OF,长盛创新先锋A,长盛基金,20080604,混合型,灵活配置型,沪深300指数*65%+上证国债指数*35%,1.5,0.25,付海宁,0.98,20211231,0.16446001077669165,-0.23001156833581224,0.39882689385810555,0.3467026281193025,0.27236901601080105,-0.05178979553691593,1.0380652952043723
550003.OF,中信保诚盛世蓝筹,中信保诚基金,20080604,混合型,混合型,中信标普50指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,吴昊,6.04,20211231,0.27852860152325387,-0.2306522345306598,0.4024776869851728,0.31545353467146364,0.02520626323650655,-0.08005698030711944,0.7114995786744448
400007.OF,东方策略成长,东方基金,20080603,混合型,混合型,标普中国A股300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,王然,2.2,20211231,0.15254305977710245,-0.2080447241658169,0.31609322974472814,0.7798616967448134,-0.0019520885452202214,-0.10985359184216024,0.8997365754812564
100029.OF,富国天成红利,富国基金,20080528,混合型,混合型,沪深300指数收益率*55%+中债综合全价指数收益率*45%,1.5,0.25,侯梧,12.79,20211231,0.13317474554459321,-0.23212196297061052,0.4345700488504459,0.6856946915689551,0.13525769939297938,-0.1161275703807532,1.111416226650548
050010.OF,博时特许价值A,博时基金,20080528,混合型,混合型,沪深300指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,曾鹏 肖瑞瑾,7.77,20211231,0.1059350940454147,-0.30877687698272827,0.8560895015298319,0.7081339696651101,0.20644257673007685,-0.13954028333100443,1.515972790176396
070013.OF,嘉实研究精选A,嘉实基金,20080527,混合型,混合型,沪深300指数*95%+上证国债指数*5%,1.5,0.25,张露,19.03,20211231,0.27855611507204464,-0.39859226329745756,0.37245460848154993,0.4908082457401995,-0.00040207778273371024,-0.1022020265891699,0.4129350326569277
519668.OF,银河竞争优势成长,银河基金,20080526,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,祝建辉,2.85,20211231,0.22020545300069508,-0.2912781130005485,0.5968305446428572,0.7041248131811285,0.030327286608347225,-0.132750649282081,1.103431101155995
183001.OF,银华全球核心优选,银华基金,20080526,股票型,优选增长型,标准普尔全球市场指数(S&P Global BMI)*60%+香港恒生指数(Hang Seng Index)*40%,1.85,0.3,乐育涛 李宜璇,0.62,20211231,0.21202531645569628,-0.05043478260869551,0.17679558011049717,-0.029733959311424127,0.05564516129032254,-0.0542398777692895,0.30590717299578063
