ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,all
161026.SZ,国企改革LOF,富国基金,股票型,20141217,1.0,0.22,中证国有企业改革指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,王保合,25.73,20230630,,,0.006000000000000005,0.07246520874751487,-0.15293354342385757,0.14739030528504204,-0.2522948598130841,0.3216449911504283,0.26724991449993735,0.033363393923281075,-0.15881326402688473,0.06950207369822327,0.22079972999999997
160629.SZ,传媒LOF,鹏华基金,股票型,20141211,1.0,0.22,中证传媒指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,罗英宇,5.1,20230630,,,-0.04200000000000004,0.5631524008350732,-0.3089148580968281,-0.1923857377524398,-0.3363002629063097,0.27854210188360856,0.06550542948047884,0.009505707643482656,-0.2749529273792932,0.38441559904930844,-0.23333526999999998
159938.SZ,医药卫生ETF,广发基金,股票型,20141201,0.5,0.1,中证全指医药卫生指数,被动指数型,E,霍华明,46.26,20230630,,,0.0020000000000000018,0.4694610778443113,-0.1310785112741102,0.07214319212130672,-0.25238754829773263,0.34711388455538206,0.5266357845975681,-0.05679878626967566,-0.20760028149190712,-0.08208576503425524,0.44700000000000006
165522.SZ,TMTLOF,中信保诚基金,股票型,20141128,1.0,0.22,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,被动指数型,E,黄稚,0.8,20230630,,,-0.04500000000000004,0.5430366492146598,-0.23669923995656894,-0.051031294452347185,-0.3224938635937792,0.5266142036717366,0.1998253408439138,0.044956143215012394,-0.2934942277203081,0.21338478175373377,0.1876457600000001
161720.SZ,证券基金LOF,招商基金,股票型,20141113,1.0,0.2,中证全指证券公司指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,被动指数型,E,王岩,21.59,20230630,,,0.16300000000000003,-0.29011177987962167,-0.17914244186046516,-0.11730854360336435,-0.23920705449682375,0.410750649058646,0.1734108623735002,-0.02818445676556241,-0.24917424866932963,0.212553642647088,-0.33336010000000005
160630.SZ,国防LOF,鹏华基金,股票型,20141113,1.0,0.22,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,陈龙,38.02,20230630,,,-0.007499999999999951,0.23183879093198978,-0.21184361197448054,-0.1959319219593192,-0.26808104026845647,0.23380197256238397,0.8654019387439155,0.13294797404419814,-0.26594387567057837,-0.12163336790456326,-0.046577149999999956
160813.SZ,长盛同盛LOF,长盛基金,混合型,20141105,1.5,0.25,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,E,郭堃,7.06,20230630,,,0.15686956521739143,0.009320505111244713,-0.27599046767947577,0.07313310018514703,-0.2224671714751269,0.23229979043392496,0.8751560546815584,0.16444740701384927,-0.2086906801975744,-0.05924855831847762,0.4129439826086957
160222.SZ,食品LOF,国泰基金,股票型,20141023,1.0,0.2,国证食品饮料行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,梁杏,50.02,20230630,,,0.11630000000000007,0.19896085281734296,0.05850268977884043,0.5788396386222472,-0.1913338817112968,0.6732856125336676,0.8836900156200318,-0.06646458550945082,-0.14310604263389137,-0.03401109064595564,3.40622066
169101.SZ,东方红睿丰LOF,东证资管,混合型,20140919,1.5,0.25,沪深300指数收益率*70%+中国债券总指数收益率*30%,灵活配置型,E,刘辉,24.74,20230630,,,0.1259999999999999,0.6533747779751333,0.038244615136703096,0.5475192715608671,-0.22693233484889017,0.4502414621500173,0.47782377586835445,-0.09363745571289704,-0.26534216246568165,-0.15024038443343196,1.8066259800000002
160628.SZ,地产LOF,鹏华基金,股票型,20140912,1.0,0.22,中证800地产指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,闫冬,2.76,20230630,,,0.41300000000000003,0.29992922859164894,-0.19196428571428573,0.17291512418388633,-0.22603718007574888,0.3461545901709563,-0.02014730985649041,-0.05791855132910211,-0.10758885696583557,-0.019375676487314246,0.4666606200000001
161025.SZ,互联网LOF,富国基金,股票型,20140902,1.0,0.12,中证移动互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,牛志冬 王保合,4.25,20230630,,,0.06879999999999997,0.2741392215568862,-0.28264062270524304,0.03132357457262777,-0.33313471960297775,0.5348152580905289,0.441018974004796,0.07438016445500487,-0.32211538699439757,0.26099290907275313,0.3646942799999999
513030.SH,德国ETF,华安基金,股票型,20140808,0.8,0.2,德国DAX指数(DAX Index)收益率(经汇率调整后的总收益指数收益率),被动指数型,E,倪斌,4.29,20230630,,,-0.04400000000000004,-0.0470711297071129,0.07464324917672881,0.1716036772216548,-0.1959930313588849,0.2166847237269772,0.028495102404274292,0.019913419913419834,-0.12478777589134128,0.19010669253152299,0.2270000000000001
163115.SZ,申万军工LOF,申万菱信基金,股票型,20140724,1.0,0.22,中证军工指数收益率*95%+银行同业存款利率*5%,被动指数型,E,赵兵,9.08,20230630,,,0.24760000000000004,0.4157582558512343,-0.2238011662797939,-0.1657184536834428,-0.2647310576923076,0.2174071132051914,0.7071774135812987,0.14894655912716387,-0.25070801659683917,-0.01171690488627374,0.4875430300000001
512220.SH,TMTETF,景顺长城基金,股票型,20140718,0.5,0.1,中证科技传媒通信150指数,被动指数型,E,张晓南,5.16,20230630,,,0.0999000000000001,0.6546049640876442,-0.2521567119072477,0.05216369113217247,-0.34131694714056277,0.48940004239983037,0.2355704220340189,0.0967686193191636,-0.3147943910508902,0.21621828772897986,0.5868
160133.SZ,南方天元LOF,南方基金,股票型,20140703,1.5,0.25,沪深300指数收益率*80%+上证国债指数收益率*20%,股票型,E,蒋秋洁,12.22,20230630,,,0.29125683060109286,0.5455776555226408,-0.11631345490389362,0.30842163970998343,-0.159041394335512,0.517646760484098,0.6092990997843264,-0.083872360119534,-0.18851494337310976,-0.0029002320167632275,2.515011202185792
512070.SH,证券保险ETF,易方达基金,股票型,20140626,0.5,0.1,沪深300非银行金融指数,被动指数型,E,余海燕,52.7,20230630,,,1.3712,-0.20698380566801616,-0.10604126781535844,0.22022605591909583,-0.23113299531981288,0.47977428354045143,0.12751188996957885,-0.15021850655519656,-0.1797692514086397,0.18187765783447832,1.1678000000000002
512640.SH,金融地产ETF基金,嘉实基金,股票型,20140620,0.5,0.1,中证金融地产指数收益率,被动指数型,E,张钟玉,0.7,20230630,,,0.8427,-0.022684104846149702,-0.08956632794713755,0.1739846322722284,-0.19480654375486886,0.3492616237828077,0.059073746594656674,-0.07888442619251765,-0.11871049924060564,0.11957307243315352,1.0139999999999998
512600.SH,必选消费ETF,嘉实基金,股票型,20140613,0.5,0.1,中证主要消费指数收益率,被动指数型,E,刘珈吟 王紫菡,4.44,20230630,,,0.1995,0.23968320133388918,0.021990585070611936,0.5577327722251448,-0.23616563251867792,0.6397087217962157,0.7522793796050197,-0.04402588176564335,-0.12462341835709978,-0.04095445680853517,3.1799999999999997
159936.SZ,可选消费ETF,广发基金,股票型,20140603,0.5,0.1,中证全指可选消费指数,被动指数型,E,姚曦,2.07,20230630,,,0.2551000000000001,0.46498286989084525,-0.16109207592320662,0.051601192791391234,-0.33193614004807986,0.3195238973980437,0.39395846444304605,0.00837722598444954,-0.1738632971843598,0.06671885349551394,0.7715000000000001
163114.SZ,申万环保LOF,申万菱信基金,股票型,20140530,1.0,0.22,中证环保产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,王赟杰,3.21,20230630,,,0.2408999999999999,0.30510113627206065,-0.1575794998456313,0.003958073737447665,-0.3694508212278268,0.24556022184357595,0.622157624911105,0.5091121891652498,-0.23011300628987824,-0.09238074655557588,0.8407587000000001
160626.SZ,信息LOF,鹏华基金,股票型,20140505,1.0,0.22,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,罗英宇,3.58,20230630,,,0.21999999999999997,0.44311475409836065,-0.1823810064750653,0.13497742271622085,-0.339099247752431,0.6535729301303463,0.30940110696921175,0.05534709394110618,-0.3280000007775517,0.16798941578929938,0.9381175799999999
160625.SZ,证保LOF,鹏华基金,股票型,20140505,1.0,0.22,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,余展昌,9.7,20230630,,,1.3121999999999998,-0.22696998529538956,-0.1285106859124986,0.10038486209108409,-0.26386502795899347,0.4295684640752136,0.13955222321295688,-0.09324759229768194,-0.19503545810562442,0.19383259422331026,0.7940115999999999
160918.SZ,中小盘LOF,大成基金,混合型,20140410,1.5,0.25,中证700指数收益率*60%+恒生指数收益率*20%+中证综合债券指数收益率*20%,混合型,E,魏庆国,23.41,20230630,,,0.14966740576496662,1.1783992285438767,-0.24479858344400177,0.24648300117233302,-0.13185986362567598,0.43136815893466146,0.7829670326345575,-0.007781202549724245,-0.0870606765562722,-0.004170559333184911,3.714920498891352
161831.SZ,恒生国企LOF,银华基金,股票型,20140409,1.0,0.28,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,E,李宜璇,2.05,20230630,,,0.17209999999999992,-0.21363364900605747,0.03493544537268092,0.18387671663696406,-0.0789729969012837,0.14684593911098143,-0.05859708468601047,-0.2607050216331865,-0.11130612053898829,0.028801839131577186,-0.24972987000000002
161024.SZ,军工LOF,富国基金,股票型,20140404,1.0,0.22,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,张圣贤 王保合,52.88,20230630,,,0.5314000000000001,0.3807627007966566,-0.2375502482856467,-0.17739734524252576,-0.2690306213240839,0.20068369514748635,0.6320303979695328,0.13988808876672607,-0.2517531552430176,-0.01218369263655507,0.60047305
160812.SZ,长盛同益LOF,长盛基金,混合型,20140404,1.5,0.25,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,E,张谊然,1.22,20230630,,,0.4243805748265611,0.17548010019482324,-0.1623061441932047,0.08486433013001703,-0.21057773725004894,0.32699616336633663,0.6782825127360433,-0.015943643658311482,-0.26149208630308646,-0.025510204081632723,0.8945174529236869
163113.SZ,申万证券LOF,申万菱信基金,股票型,20140313,1.0,0.22,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,被动指数型,E,王赟杰,16.78,20230630,,,1.5897000000000001,-0.2974861953121984,-0.16973561259825207,-0.11075802714333002,-0.2355423360381151,0.4047482823825187,0.10587891769602553,-0.047945205522383585,-0.24760192089265542,0.20664011321399597,0.37898078
164705.SZ,恒生LOF,汇添富基金,股票型,20140306,0.8,0.25,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,赖中立,3.34,20230630,,,0.062000000000000055,-0.07146892655367239,0.07646283338403827,0.2729156853509183,-0.08370337477797513,0.13117168561380566,-0.10242538336185342,-0.14883035425338273,-0.055507465857076436,0.021878579129680973,0.01995897000000002
161811.SZ,沪深300LOF银华,银华基金,股票型,20140107,1.0,0.22,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,张凯 杨腾,0.91,20230630,,,0.5208121827411167,0.014285714285714343,-0.10826642095564044,0.216842571407484,-0.2359046278886395,0.4130865015007096,0.3930459369517121,-0.0189560169215376,-0.19217589916792435,0.03287380873100645,1.0608183451776652
160220.SZ,国泰民益LOF,国泰基金,混合型,20131230,0.7,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,樊利安,2.45,20230630,,0.0,0.1120000000000001,0.1564748201438848,-0.0015552099533437027,0.0342679127725857,-0.1662147913842447,0.265696991598157,0.17523197715917205,0.12462799878530205,-0.02257385105578649,0.010608907061553699,0.829
159935.SZ,景顺中证500ETF,景顺长城基金,股票型,20131226,0.5,0.1,中证500指数,被动指数型,E,张晓南,0.57,20230630,,-0.0039000000000000146,0.3996586688083527,0.42239277004733894,-0.17815541324189407,0.02189243882995037,-0.30889235569422785,0.27421875000000007,0.2864636555623681,0.16860834568947244,-0.18746601413811853,0.05462653288740238,0.8919999999999999
165521.SZ,金融LOF,中信保诚基金,股票型,20131220,1.0,0.22,中证800金融价格指数收益率*95%+金融同业存款利率*5%,被动指数型,E,HAN YILING,1.28,20230630,,0.0020000000000000018,0.8588822355289422,-0.1188124127563621,-0.05934320355815508,0.14560528531640643,-0.16662740430824896,0.33500387598632114,0.08719523867633848,-0.0373913020269347,-0.12411924107134424,0.12300237379162723,1.02625105
513500.SH,标普500ETF,博时基金,股票型,20131205,0.6,0.25,"标普500指数(S&P 500 Index(NTR,Net total Return))(经估值汇率调整,以人民币计价)",被动指数型,E,万琼,71.88,20230630,,0.006000000000000005,0.13379721669980124,0.0695248115027178,0.17575211082875639,0.13008923591745686,-0.011843809758805678,0.327541706011961,0.09526745068285274,0.24319175650517388,-0.11938427248032318,0.19898766213223668,2.032
512120.SH,医药50ETF,华安基金,股票型,20131204,0.5,0.1,中证细分医药产业主题指数收益率,被动指数型,E,苏卿云,3.1,20230630,,0.0029999999999998916,0.052841475573280325,0.40625,-0.10707070707070708,0.2058823529411764,-0.2564102564102564,0.3195962994112699,0.5117909496494583,-0.13490725126475542,-0.23976608187134502,-0.08653846153846154,0.42500000000000004
510680.SH,上证50ETF基金,万家基金,股票型,20131031,0.5,0.1,上证50指数,被动指数型,E,杨坤,0.31,20230630,,-0.0403,0.42857142857142855,0.24784828592268424,0.05079494973111993,0.2964466440527164,-0.1738365858889128,0.3497559962620704,0.2657794530558869,-0.049378589443617275,-0.1724204065976218,0.029546946815495648,1.6656
512010.SH,医药ETF,易方达基金,股票型,20130923,0.5,0.1,沪深300医药卫生指数,被动指数型,E,余海燕,185.87,20230630,,-0.0393,0.0442385760383055,0.3204744816586921,-0.004151883445308417,0.2486924884408399,-0.19250167102144983,0.4233258088788563,0.5884436455910341,-0.1573201983559091,-0.24518167456556084,-0.09669317706153206,0.7263999999999999
159933.SZ,国投金融地产ETF,国投瑞银基金,股票型,20130917,0.6,0.13,沪深300金融地产指数,被动指数型,E,殷瑞飞 赵建,1.43,20230630,,-0.06010000000000004,0.8910522395999576,-0.05879374367053001,-0.05505409767469668,0.22899797570850208,-0.1643419630449329,0.37818696883852687,0.14567228205013633,-0.045048558836148035,-0.11068452867178562,0.10478945676631295,1.4059
161022.SZ,创业板指数LOF,富国基金,股票型,20130912,1.0,0.22,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,王保合,10.82,20230630,,-0.03200000000000003,0.08811983471074374,0.714326402734264,-0.2885861438777206,-0.12525299704188078,-0.25766551570703916,0.4138336992537869,0.6166650994395035,0.11264181186879509,-0.28040786686580255,-0.03238866455107738,0.47710421999999997
165520.SZ,有色LOF,中信保诚基金,股票型,20130830,1.0,0.22,中证800有色金属指数收益率*95%+金融同业存款利率*5%,被动指数型,E,黄稚,12.83,20230630,,-0.13749999999999996,0.2937971014492752,-0.07518594856169897,-0.05649224806201552,0.2701037280476532,-0.3714592825981581,0.27500736732695064,0.42420713447814834,0.37987663887700424,-0.1639939660873503,0.05339838344712833,0.7191798599999999
160219.SZ,医药LOF,国泰基金,股票型,20130829,1.0,0.2,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,梁杏,9.3,20230630,,0.0262,0.03839407522900029,0.43939574887387367,-0.13550973718815046,0.12496652362826066,-0.22854576567631382,0.4194455645011528,0.6223027565411925,-0.11220010249734612,-0.20503679960416143,-0.09113265123745028,0.7001673799999999
159931.SZ,金融ETF,汇添富基金,股票型,20130823,0.5,0.1,中证金融地产指数,被动指数型,E,过蓓蓓,0.61,20230630,,-0.11399999999999999,0.8818284424379232,-0.028189288070533156,-0.10220329568598405,0.1636463481603514,-0.2007656065959953,0.32830882352941165,0.020869083863825112,-0.10020605140440303,-0.12872122453899001,0.11274713120420281,0.6096999999999999
159929.SZ,医药ETF,汇添富基金,股票型,20130823,0.5,0.1,中证医药卫生指数,被动指数型,E,过蓓蓓,19.99,20230630,,0.02980000000000005,0.10302971450767125,0.41253631481644526,-0.12907447803053915,0.13368142479078757,-0.25162388850350004,0.31511118598382737,0.5200153718055469,-0.11402325973369307,-0.21844383144678012,-0.08105641088054523,0.5101
159928.SZ,消费ETF,汇添富基金,股票型,20130823,0.5,0.1,中证主要消费指数,被动指数型,E,过蓓蓓,108.93,20230630,,-0.007600000000000051,0.15941152760983487,0.24578480792629925,0.021626901074368574,0.5951925703359737,-0.2220795342665126,0.6628700341146694,0.7257867046093774,-0.0747579330840763,-0.13677055702917756,-0.051853274438256235,2.9496
159930.SZ,能源ETF,汇添富基金,股票型,20130823,0.5,0.1,中证能源指数,被动指数型,E,过蓓蓓,2.0,20230630,,-0.10729999999999995,0.21350957768567252,-0.17982091756669435,-0.09566685424873378,0.04170792079207915,-0.2465688594415522,0.11283255086071978,-0.09351708620447195,0.4021098355569347,0.16928524009736656,0.11156320968962918,0.17470000000000008
165519.SZ,医药生物科技LOF,中信保诚基金,股票型,20130816,1.0,0.22,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,被动指数型,E,黄稚,2.77,20230630,,0.010299999999999976,0.08027318618232203,0.32417078981125175,-0.09977857735953509,0.22451960030745582,-0.23444073190634612,0.3174362344786456,0.5863435028689942,-0.021247279859743107,-0.2299029409016783,-0.05435305596276405,0.8169289500000001
513100.SH,纳指ETF,国泰基金,股票型,20130425,0.6,0.2,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率),被动指数型,E,徐成城,85.5,20230630,,0.17799999999999994,0.17147707979626484,0.14565217391304353,0.12713472485768507,0.2351290684624018,0.034529759200363504,0.4002653693056169,0.36734049273531266,0.23192423192423203,-0.27057941121320084,0.42802056555269913,4.555
510510.SH,中证500ETF基金,广发基金,股票型,20130411,0.5,0.1,中证500指数,被动指数型,E,刘杰,31.65,20230630,,0.07679999999999998,0.38707280832095103,0.3877878950187466,-0.16745465071401003,0.007706570865685531,-0.3203196872125116,0.2749957705971918,0.23598487361507323,0.1781535158346753,-0.19148936170212771,0.059675419812915645,0.8805000000000001
510630.SH,消费30ETF,华夏基金,股票型,20130328,0.5,0.1,上证主要消费行业指数,被动指数型,E,司帆,3.02,20230630,,0.07830000000000004,0.15125660762311047,0.26768164975028197,0.02478236004321022,0.4659887145780367,-0.17307448293363786,0.535904255319149,0.9512487512487513,-0.03658952829544685,-0.1506412527456954,-0.06999249186618843,3.4592
510650.SH,金融地产ETF,华夏基金,股票型,20130328,0.5,0.1,上证金融地产行业指数,被动指数型,E,司帆,0.53,20230630,,-0.0826,0.8306082406801831,-0.07734905323329755,-0.059309454662794504,0.25792289751680625,-0.16176871490104136,0.33233630275050385,0.0382137628111274,-0.008367414092981628,-0.07153353875325918,0.13212845254505523,1.2174999999999998
510660.SH,医药卫生ETF,华夏基金,股票型,20130328,0.5,0.1,上证医药卫生行业指数,被动指数型,E,司帆,1.1,20230630,,0.07289999999999996,0.07092925715350924,0.47963446475195815,-0.11693429798247154,0.25990807966429086,-0.2378812708146112,0.3322236093771675,0.689764681382757,0.029053825060849758,-0.21913173652694612,-0.054175293305728164,1.4668999999999999
165313.SZ,建信优势LOF,建信基金,混合型,20130319,1.25,0.25,沪深300指数收益率*75%+中国债券总指数收益率*25%,混合型,E,姜锋,5.74,20230630,,-0.011554621848739507,0.34856535600425076,0.1867612293144209,-0.08764940239043818,0.04803493449781647,-0.22083333333333324,0.5267379679144384,0.747227086981903,0.19512195121951223,-0.2591557170813531,-0.024896265560165914,1.7153361344537816
510310.SH,沪深300ETF易方达,易方达基金,股票型,20130306,0.15,0.05,沪深300指数,被动指数型,E,余海燕 庞亚平,194.07,20230630,,-0.07399999999999995,0.5438444924406046,0.06421376608841642,-0.09142894702247929,0.2377197424582218,-0.23554854170319714,0.3870030581039755,0.30564436115092053,-0.030311985477266046,-0.19778832339239844,0.059643981330728256,0.9524999999999999
160212.SZ,国泰估值LOF,国泰基金,混合型,20130219,1.5,0.25,沪深300指数收益率*80%+中证全债指数收益率*20%,混合型,E,徐治彪 王兆祥,8.91,20230630,,0.12454655380894812,0.14516129032258052,1.043192488262911,0.01516544117647055,0.279764599366229,-0.4350902016271666,0.5072010018785222,0.6626506024096385,-0.06171914042978508,-0.2112383488681757,-0.07653870826158889,2.3073760580411125
159925.SZ,沪深300ETF南方,南方基金,股票型,20130218,0.5,0.1,沪深300指数,被动指数型,E,罗文杰,15.96,20230630,,-0.09598087213936005,0.5437027707808564,0.05923145957412091,-0.08565046599399212,0.24991576819407005,-0.23923444976076555,0.40338284322409207,0.34915891547213795,-0.02538758132106774,-0.19972225784703138,0.060419626258096534,1.012986052601617
159923.SZ,中证100ETF,大成基金,股票型,20130207,0.5,0.1,中证100指数,被动指数型,E,刘淼,0.21,20230630,,-0.14,0.6023255813953488,-0.013062409288824234,-0.06250000000000014,0.3069694596711043,-0.21471291866028708,0.3840304182509507,0.27747252747252754,-0.08301075268817207,-0.20825515947467174,0.04383886255924175,0.762
159922.SZ,中证500ETF,嘉实基金,股票型,20130206,0.15,0.05,中证500指数,被动指数型,E,何如 李直,64.18,20230630,,0.07580000000000009,0.38492284811303207,0.40056379622793475,-0.15263334451526334,0.018663047166610065,-0.3223961803242283,0.2799761019170901,0.2502467662536429,0.17963109135616723,-0.18558195421285148,0.06312502893578464,0.9950276
160218.SZ,房地产LOF,国泰基金,股票型,20130206,1.0,0.2,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,吴中昊,4.43,20230630,,-0.07299999999999995,0.6906148867313914,0.336332312404288,-0.1983001480208184,0.09154258487194755,-0.24792993397719218,0.2551696695252568,-0.061436745666576593,-0.0706842267709838,-0.09563101801604358,0.024330327862600355,0.3980185999999999
510500.SH,中证500ETF,南方基金,股票型,20130206,0.5,0.1,中证500指数,被动指数型,E,罗文杰,483.95,20230630,,0.0717000000000001,0.3919940281795277,0.4755999463735084,-0.16522055149229997,0.004951841976383582,-0.3227029075748552,0.27898561151079154,0.23604955215932885,0.17177887600020078,-0.18441759040923267,0.0600346580394675,1.0035482500000001
510330.SH,300ETF基金,华夏基金,股票型,20121225,0.5,0.1,沪深300指数,被动指数型,E,张弘弢 赵宗庭,238.98,20230630,0.03269999999999995,-0.05432361770117162,0.5352242473889003,0.08937504168612012,-0.08596093797832614,0.2369214280929735,-0.23880435371202688,0.38198738796414855,0.29454971041326083,-0.037718983557382166,-0.2025986212986714,0.05718199641748459,1.04026247
163415.SZ,兴全商业模式LOF,兴证全球基金,混合型,20121218,1.5,0.25,沪深300指数*80%+中证国债指数*20%,混合型,E,乔迁,116.35,20230630,0.0129999999999999,0.029615004935834185,0.4563758389261745,0.5788676761026992,-0.016428303381561798,0.008732883971342554,-0.015885690271065466,0.6010108767134988,0.7209729215231876,0.06186666697664446,-0.2433450532501166,0.11815466432943701,4.79654643
160620.SZ,资源LOF,鹏华基金,股票型,20120927,1.0,0.22,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,闫冬,1.54,20230630,0.0,-0.33940000000000003,0.25749318801089927,-0.043938846755748134,0.010576680936791693,0.1564914029404436,-0.3296621741004094,0.3175327535733068,0.1604478756725927,0.3982649805422917,-0.07388606891580805,0.040779059514002736,0.28439692000000005
159920.SZ,恒生ETF,华夏基金,股票型,20120809,0.6,0.15,(人民币/港币汇率*恒生指数)收益率,被动指数型,E,徐猛,159.88,20230630,0.03370000000000006,0.01402728064235267,0.03987788589963753,0.01605504587155949,0.09832957110609482,0.3024498520223612,-0.08533198687200201,0.14365911633109632,-0.07908951090843525,-0.15549503857350236,-0.07201323132328084,0.02503563761387299,0.21019253999999998
510900.SH,H股ETF,易方达基金,股票型,20120809,0.6,0.15,恒生中国企业指数(使用估值汇率折算),被动指数型,E,余海燕 成曦,91.78,20230630,0.060899999999999954,-0.06739560750306345,0.13604204568425327,-0.12224199288256234,0.06355159132373796,0.18667810177244135,-0.07025855146940753,0.16217539363191041,-0.0794811279801516,-0.24195063816701873,-0.09238395454013243,0.044438919299370806,-0.12116106999999998
160916.SZ,优选LOF,大成基金,混合型,20120727,1.25,0.25,沪深300指数收益率*80%+中证综合债券指数收益率*20%,混合型,E,戴军,13.0,20230630,0.0590561224489796,0.03131398289774769,0.29230409903071364,0.5875655159949393,-0.042122040072859655,0.266638935108153,-0.1797325826882477,0.4440590025165866,0.5039883986359339,-0.006750242705329064,-0.12402912578885722,0.023829316176060305,3.3144938520408163
163821.SZ,沪深300等权LOF,中银基金,股票型,20120517,0.75,0.15,沪深300等权重指数收益率*95%+同期银行活期存款利率*5%,被动指数型,E,赵建忠,0.42,20230630,0.008000000000000007,-0.019841269841269858,0.42510121457489874,0.16832386363636373,-0.13738601823708205,0.052149400986610334,-0.26657736101808444,0.36894977168949783,0.3909272848565709,0.01822541966426871,-0.19359397079604343,0.06892523364485988,0.8300000000000001
165516.SZ,信诚周期LOF,中信保诚基金,混合型,20120507,1.5,0.25,沪深300指数收益率*80%+中证综合债指数收益率*20%,混合型,E,张弘,20.72,20230630,0.02499999999999991,0.19707317073170752,0.41238793806030966,0.5447201384881707,-0.13933507657825933,0.13710937500000003,-0.28997289972899726,0.6444982152456725,1.1129281746731168,0.3260628867292929,-0.2254153793540476,0.051996206632881126,5.98463425
159919.SZ,沪深300ETF,嘉实基金,股票型,20120507,0.5,0.1,沪深300指数,被动指数型,E,何如 刘珈吟,211.19,20230630,-0.035599999999999965,-0.05599336374948159,0.5458040421792619,0.06985006750515174,-0.09391604675876725,0.23361677173434978,-0.2403446226975639,0.3808831143438136,0.29178624353805727,-0.0362952471430851,-0.20290470917591924,0.057121834146901154,0.85213476
510300.SH,沪深300ETF,华泰柏瑞基金,股票型,20120504,0.5,0.1,沪深300指数,被动指数型,E,柳军,718.71,20230630,-0.05030000000000001,-0.05801832157523432,0.5339816677844849,0.07097573416891345,-0.09634619310063275,0.2313657581689504,-0.2391782831988261,0.38008657292085174,0.2909073125497966,-0.03820012754085559,-0.2031566295416034,0.055752717137184625,0.7940197200000001
160216.SZ,国泰商品LOF,国泰基金,股票型,20120503,1.5,0.35,国泰大宗商品配置指数(全收益指数),股票型,E,朱丹,4.47,20230630,-0.010000000000000009,-0.16363636363636366,-0.17391304347826075,-0.39619883040935683,0.1331719128329299,-0.02564102564102566,-0.1425438596491228,0.2979274611398963,-0.5748502994011977,0.5305164319248827,0.3496932515337423,0.12727272727272726,-0.504
510410.SH,资源ETF,博时基金,股票型,20120410,0.5,0.1,上证自然资源指数收益率,被动指数型,E,王祥,3.57,20230630,-0.10799999999999998,-0.3381165919282511,0.3080962059620595,-0.08753075229832966,-0.04583510713778913,0.20981412639405206,-0.3185840707964602,0.15419296663660959,0.17953125,0.4184660219896674,-0.03856929398580491,0.09004371053909664,0.12220000000000009
163412.SZ,兴全轻资产LOF,兴证全球基金,混合型,20120405,1.5,0.25,沪深300指数*80%+中证国债指数*20%,混合型,E,董理,46.19,20230630,0.008999999999999897,0.38453914767096153,0.37580529706513954,1.0165972944849118,-0.07554374467865532,0.27434788673455157,-0.15302436568226097,0.41403559672376833,0.40049011300271464,0.18669711600582192,-0.2622083227874642,0.005542875562529407,5.74775416
160416.SZ,石油基金LOF,华安基金,股票型,20120329,1.0,0.28,标普全球石油净总收益指数收益率(S&P Global Oil Index Net Total Return),被动指数型,E,倪斌,2.97,20230630,0.0414000000000001,0.09074323026694814,-0.15371071397130018,-0.1556225944034121,0.31243070099790554,-0.04299258424856833,-0.06826875919568426,0.14159771863117862,-0.22307692677766364,0.33415841743329083,0.39517625551514635,0.046542553251041154,0.6358471800000001
