ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
002155.OF,国金鑫瑞,国金基金,20170913,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.8,0.2
004703.OF,南方兴盛先锋,南方基金,20170913,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25
005194.OF,南方天天利E,南方基金,20170913,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.15,0.05
004475.OF,华泰柏瑞富利A,华泰柏瑞基金,20170912,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25
005024.OF,南方兴利半年,南方基金,20170912,债券型,债券型,中债综合指数收益率,0.3,0.1
004826.OF,平安惠悦,平安基金,20170912,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
005202.OF,兴业稳天盈货币B,兴业基金,20170911,货币市场型,货币型,七天通知存款利率(税后),0.25,0.05
004862.OF,泰康现金管家货币B,泰康基金,20170908,货币市场型,货币型,人民币七天通知存款利率(税后),0.15,0.06
005150.OF,红土创新优淳A,红土创新基金,20170908,货币市场型,货币型,活期存款利率(税后),0.15,0.05
005135.OF,长信长金通B,长信基金,20170908,货币市场型,货币型,同期七天通知存款利率(税后),0.15,0.05
005151.OF,红土创新优淳B,红土创新基金,20170908,货币市场型,货币型,活期存款利率(税后),0.15,0.05
004432.OF,南方中证申万有色金属ETF联接A,南方基金,20170908,股票型,被动指数型,中证申万有色金属指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
004433.OF,南方中证申万有色金属ETF联接C,南方基金,20170908,股票型,被动指数型,中证申万有色金属指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
004863.OF,泰康现金管家货币C,泰康基金,20170908,货币市场型,货币型,人民币七天通知存款利率(税后),0.15,0.06
005134.OF,长信长金通A,长信基金,20170908,货币市场型,货币型,同期七天通知存款利率(税后),0.15,0.05
004861.OF,泰康现金管家货币A,泰康基金,20170908,货币市场型,货币型,人民币七天通知存款利率(税后),0.15,0.06
005073.OF,永赢永益A,永赢基金,20170907,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1
005074.OF,永赢永益C,永赢基金,20170907,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1
005148.OF,新华活期添利E,新华基金,20170907,货币市场型,货币型,人民币七天通知存款利率(税后),0.2,0.05
004895.OF,华商鑫安,华商基金,20170906,混合型,灵活配置型,中证800指数收益率*65%+上证国债指数收益率*35%,1.5,0.25
004986.OF,鹏华策略回报,鹏华基金,20170906,混合型,灵活配置型,沪深300指数收益率*60%+中证综合债指数收益率*40%,1.5,0.25
004972.OF,长城收益宝A,长城基金,20170906,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.15,0.05
004686.OF,华夏研究精选,华夏基金,20170906,股票型,股票型,沪深300指数收益率*90%+上证国债指数收益率*10%,1.5,0.25
004946.OF,汇添富盈润A,汇添富基金,20170906,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.25
004947.OF,汇添富盈润C,汇添富基金,20170906,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.25
163411.OF,兴全精选,兴证全球基金,20170906,混合型,混合型,沪深300指数收益率*80%+中证国债指数收益率*20%,1.5,0.25
004973.OF,长城收益宝B,长城基金,20170906,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.15,0.05
004902.OF,富国丰利增强,富国基金,20170905,债券型,债券型,中债综合全价指数收益率*80%+中证500指数收益率*20%,0.4,0.1
004680.OF,前海开源裕瑞A,前海开源基金,20170905,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*15%+恒生指数收益率*15%,0.8,0.1
005065.OF,中金现金管家C,中金基金,20170904,货币市场型,货币型,七天通知存款利率(税后),0.29,0.06
001704.OF,国投瑞银进宝,国投瑞银基金,20170902,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25
005006.OF,中金金泽C,中金基金,20170901,混合型,混合型,中证800指数收益率*95%+中债综合指数收益率*5%,0.6,0.25
004553.OF,中信建投凤凰B,中信建投基金,20170901,货币市场型,货币型,七天通知存款利率(税后),0.15,0.08
167601.OF,国金沪深300指数增强,国金基金,20170901,股票型,增强指数型,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.2
005005.OF,中金金泽A,中金基金,20170901,混合型,混合型,中证800指数收益率*95%+中债综合指数收益率*5%,0.6,0.25
005118.OF,金信价值精选C,金信基金,20170901,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.0,0.15
005117.OF,金信价值精选A,金信基金,20170901,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.0,0.15
004997.OF,广发高端制造A,广发基金,20170901,股票型,股票型,中证高端装备制造指数收益率*90%+中证全债指数收益率*10%,1.5,0.25
550016.OF,中信保诚至远动力C,中信保诚基金,20170831,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中证综合债指数收益率*20%,1.5,0.18
550015.OF,中信保诚至远动力A,中信保诚基金,20170831,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中证综合债指数收益率*20%,1.5,0.18
004101.OF,国泰民安增益A,国泰基金,20170831,债券型,债券型,中证综合债指数收益率,0.3,0.1
004919.OF,兴全兴泰定期开放,兴证全球基金,20170831,债券型,债券型,中证全债指数收益率,0.3,0.1
004945.OF,长信中证500指数增强A,长信基金,20170830,股票型,增强指数型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,0.8,0.15
004958.OF,圆信永丰优享生活,圆信永丰基金,20170830,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*35%+恒生指数收益率*5%,1.5,0.2
004966.OF,泓德致远C,泓德基金,20170830,混合型,混合型,中证综合债券指数收益率*60%+沪深300指数收益率*40%,1.2,0.15
004889.OF,财通资管鑫逸C,财通证券资管,20170830,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.65,0.15
004888.OF,财通资管鑫逸A,财通证券资管,20170830,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.65,0.15
004965.OF,泓德致远A,泓德基金,20170830,混合型,混合型,中证综合债券指数收益率*60%+沪深300指数收益率*40%,1.2,0.15
000516.OF,富国祥利一年期A,富国基金,20170830,债券型,债券型,一年期定期存款基准利率(税后)+1.2%,0.4,0.1
004859.OF,泰康年年红一年定开,泰康基金,20170830,债券型,债券型,中债新综合财富(总值)指数收益率,0.6,0.1
004025.OF,融通收益增强A,融通基金,20170830,债券型,债券型,中债综合全价(总值)指数收益率,0.7,0.2
004026.OF,融通收益增强C,融通基金,20170830,债券型,债券型,中债综合全价(总值)指数收益率,0.7,0.2
004479.OF,博时富和纯债,博时基金,20170830,债券型,债券型,中债综合财富指数(总值)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
000517.OF,富国祥利一年期C,富国基金,20170830,债券型,债券型,一年期定期存款基准利率(税后)+1.2%,0.4,0.1
004933.OF,招商丰拓C,招商基金,20170829,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,0.6,0.15
004932.OF,招商丰拓A,招商基金,20170829,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,0.6,0.15
005008.OF,东方红汇阳Z,东证资管,20170829,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.7,0.2
005098.OF,易方达龙宝C,易方达基金,20170829,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.15,0.04
004128.OF,前海联合泳隆A,新疆前海联合基金,20170829,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*50%,0.7,0.1
001780.OF,诺安改革趋势,诺安基金,20170829,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25
005125.OF,华宝标普中国A股红利机会C,华宝基金,20170828,股票型,被动指数型,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,0.75,0.15
005057.OF,东方红货币B,东证资管,20170825,货币市场型,货币型,当期银行活期存款利率(税后),0.2,0.06
005058.OF,东方红货币E,东证资管,20170825,货币市场型,货币型,当期银行活期存款利率(税后),0.2,0.06
005056.OF,东方红货币A,东证资管,20170825,货币市场型,货币型,当期银行活期存款利率(税后),0.2,0.06
673110.OF,西部利得新润A,西部利得基金,20170825,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.1
004868.OF,交银股息优化,交银施罗德基金,20170825,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,1.5,0.25
003071.OF,中融睿祥A,中融基金,20170824,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
004948.OF,鑫元鑫趋势C,鑫元基金,20170824,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.8,0.15
003072.OF,中融睿祥C,中融基金,20170824,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
004643.OF,南方中证全指房地产ETF联接C,南方基金,20170824,股票型,被动指数型,中证全指房地产指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
004642.OF,南方中证全指房地产ETF联接A,南方基金,20170824,股票型,被动指数型,中证全指房地产指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
004944.OF,鑫元鑫趋势A,鑫元基金,20170824,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.8,0.15
002181.OF,华安大安全A,华安基金,20170823,混合型,灵活配置型,中证800指数收益率*50%+中国债券总指数收益率*50%,1.5,0.25
004689.OF,博时丰庆纯债,博时基金,20170823,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
004916.OF,嘉实新添丰定开,嘉实基金,20170823,混合型,混合型,中债综合财富指数收益率*60%+沪深300指数收益率*40%,0.6,0.1
001382.OF,易方达国企改革,易方达基金,20170823,混合型,混合型,中证国有企业改革指数收益率*80%+一年期人民币定期存款利率(税后)*20%,1.5,0.25
005107.OF,广发添利B,广发基金,20170822,货币市场型,货币型,人民币活期存款利率(税后),0.15,0.06
005070.OF,长江乐丰纯债定期开放,长江资管,20170822,债券型,债券型,中国债券综合财富指数收益率,0.3,0.1
004773.OF,国寿安保稳泰C,国寿安保基金,20170822,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.6,0.15
004772.OF,国寿安保稳泰A,国寿安保基金,20170822,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.6,0.15
004821.OF,国寿安保安吉纯债半年,国寿安保基金,20170822,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
004682.OF,万家安弘C,万家基金,20170818,债券型,债券型,中债综合指数收益率(全价),0.4,0.1
004681.OF,万家安弘A,万家基金,20170818,债券型,债券型,中债综合指数收益率(全价),0.4,0.1
003291.OF,信澳健康中国A,信达澳亚基金,20170818,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25
003869.OF,长信稳势纯债,长信基金,20170818,债券型,债券型,中债综合指数收益率,0.2,0.05
002475.OF,中邮睿利增强,中邮基金,20170817,债券型,债券型,中债综合财富指数*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率*5%,0.8,0.2
004780.OF,招商招利一年,招商基金,20170817,债券型,债券型,每个封闭期同期对应的一年期定期存款利率(税后)*1.1,0.3,0.05
004879.OF,汇添富全球医疗美元现钞,汇添富基金,20170816,混合型,混合型,标普全球1200医疗保健指数( S&P Global 1200 Health Care Sector Index)收益率*40%+中证医药卫生指数收益率*40%+一年期人民币定期存款利率(税后) *20%,1.8,0.35
004745.OF,长盛创新驱动,长盛基金,20170816,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25
004846.OF,南华瑞盈C,南华基金,20170816,混合型,混合型,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%,1.0,0.2
004845.OF,南华瑞盈A,南华基金,20170816,混合型,混合型,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%,1.0,0.2
005069.OF,长信富民纯债一年A,长信基金,20170816,债券型,债券型,中证综合债指数收益率,0.3,0.1
005068.OF,长信富海纯债一年A,长信基金,20170816,债券型,债券型,中证综合债指数收益率,0.3,0.1
005092.OF,广发货币C,广发基金,20170816,货币市场型,货币型,活期存款利率(税后),0.15,0.05
004877.OF,汇添富全球医疗人民币,汇添富基金,20170816,混合型,混合型,标普全球1200医疗保健指数( S&P Global 1200 Health Care Sector Index)收益率*40%+中证医药卫生指数收益率*40%+一年期人民币定期存款利率(税后) *20%,1.8,0.35
004905.OF,华泰柏瑞生物医药A,华泰柏瑞基金,20170816,混合型,灵活配置型,中证医药卫生指数收益率*70%+上证国债指数收益率*30%,1.5,0.25
004878.OF,汇添富全球医疗美元现汇,汇添富基金,20170816,混合型,混合型,标普全球1200医疗保健指数( S&P Global 1200 Health Care Sector Index)收益率*40%+中证医药卫生指数收益率*40%+一年期人民币定期存款利率(税后) *20%,1.8,0.35
004771.OF,海富通添益货币B,海富通基金,20170814,货币市场型,货币型,人民币活期存款基准利率(税后),0.15,0.05
004602.OF,前海开源润和A,前海开源基金,20170814,债券型,债券型,中债综合指数收益率,0.3,0.1
005020.OF,信诚智惠金A,中信保诚基金,20170814,货币市场型,货币型,人民币活期存款利率(税后),0.15,0.05
004770.OF,海富通添益货币A,海富通基金,20170814,货币市场型,货币型,人民币活期存款基准利率(税后),0.15,0.05
004603.OF,前海开源润和C,前海开源基金,20170814,债券型,债券型,中债综合指数收益率,0.3,0.1
005025.OF,交银丰盈收益C,交银施罗德基金,20170814,债券型,债券型,中债综合全价指数,0.3,0.1
004749.OF,华泰紫金天天金B,华泰证券资管,20170811,货币市场型,货币型,同期七天通知存款利率(税后),0.2,0.09
004903.OF,人保货币A,人保资产,20170811,货币市场型,货币型,人民币七天通知存款利率(税后),0.15,0.05
004640.OF,华夏节能环保A,华夏基金,20170811,股票型,股票型,中证环保产业指数收益率*90%+上证国债指数收益率*10%,1.5,0.25
004904.OF,人保货币B,人保资产,20170811,货币市场型,货币型,人民币七天通知存款利率(税后),0.15,0.05
004561.OF,汇安丰益C,汇安基金,20170810,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.8,0.1
004978.OF,富国聚利纯债三个月,富国基金,20170810,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
004560.OF,汇安丰益A,汇安基金,20170810,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.8,0.1
004851.OF,广发医疗保健A,广发基金,20170810,股票型,股票型,中证医药卫生指数收益率*80%+中证全债指数收益率*20%,1.5,0.25
004984.OF,鹏扬现金通利B,鹏扬基金,20170810,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.2,0.05
004983.OF,鹏扬现金通利A,鹏扬基金,20170810,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.2,0.05
004971.OF,南方天天宝B,南方基金,20170809,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.32,0.08
004729.OF,中欧瑾泰C,中欧基金,20170809,债券型,债券型,中债综合指数收益率,0.3,0.1
004808.OF,中银证券安弘C,中银证券,20170809,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.6,0.1
004987.OF,诺德新享,诺德基金,20170809,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1
004728.OF,中欧瑾泰A,中欧基金,20170809,债券型,债券型,中债综合指数收益率,0.3,0.1
003926.OF,中融恒信纯债A,中融基金,20170809,债券型,债券型,中债综合财富指数收益率,0.3,0.1
003927.OF,中融恒信纯债C,中融基金,20170809,债券型,债券型,中债综合财富指数收益率,0.3,0.1
004908.OF,长安泓沣中短债C,长安基金,20170809,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.4,0.1
004907.OF,长安泓沣中短债A,长安基金,20170809,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.4,0.1
164205.OF,天弘文化新兴产业A,天弘基金,20170809,股票型,股票型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25
004677.OF,博时战略新兴产业,博时基金,20170809,混合型,灵活配置型,中证新兴产业指数*75%+上证国债指数*25%,1.5,0.25
004573.OF,新华鑫泰,新华基金,20170809,混合型,灵活配置型,沪深300指数收益率*60%+中国债券总指数收益率*40%,1.5,0.25
004747.OF,富国新优享C,富国基金,20170809,混合型,灵活配置型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.2
004737.OF,富国新优享A,富国基金,20170809,混合型,灵活配置型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.2
004970.OF,南方天天宝A,南方基金,20170809,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.32,0.08
004807.OF,中银证券安弘A,中银证券,20170809,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.6,0.1
180028.OF,银华永祥,银华基金,20170808,混合型,灵活配置型,沪深300指数收益率*55%+中国债券总指数收益率*45%,1.5,0.25
002406.OF,光大中高等级C,光大保德信基金,20170804,债券型,债券型,中证全债指数收益率,0.7,0.2
002620.OF,中邮未来新蓝筹,中邮基金,20170804,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25
004641.OF,万家量化睿选A,万家基金,20170804,混合型,灵活配置型,中证500指数收益率*90%+一年期银行定期存款收益率(税后)*10%,1.5,0.25
002405.OF,光大中高等级A,光大保德信基金,20170804,债券型,债券型,中证全债指数收益率,0.7,0.2
004706.OF,南方祥元C,南方基金,20170803,债券型,债券型,中债信用债总指数收益率,0.6,0.1
004705.OF,南方祥元A,南方基金,20170803,债券型,债券型,中债信用债总指数收益率,0.6,0.1
004702.OF,南方金融主题A,南方基金,20170803,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.0,0.1
004186.OF,江信增利B,江信基金,20170803,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.3,0.05
004185.OF,江信增利A,江信基金,20170803,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.3,0.05
004968.OF,红土创新货币B,红土创新基金,20170803,货币市场型,货币型,活期存款利率(税后),0.33,0.05
004967.OF,红土创新货币A,红土创新基金,20170803,货币市场型,货币型,活期存款利率(税后),0.33,0.05
004985.OF,博时合晶货币,博时基金,20170802,货币市场型,货币型,活期存款利率(税后),0.15,0.05
004857.OF,广发中证全指建筑材料C,广发基金,20170802,股票型,被动指数型,中证全指建筑材料指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
004856.OF,广发中证全指建筑材料A,广发基金,20170802,股票型,被动指数型,中证全指建筑材料指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
004406.OF,国寿安保稳寿C,国寿安保基金,20170801,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.6,0.1
004549.OF,富安达消费主题,富安达基金,20170801,混合型,灵活配置型,沪深300指数收益率*60%+中债总指数收益率*40%,1.5,0.25
004885.OF,长信先优A,长信基金,20170801,债券型,债券型,中证综合债指数收益率*80%+中证500指数收益率*20%,0.6,0.1
004405.OF,国寿安保稳寿A,国寿安保基金,20170801,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.6,0.1
003761.OF,国泰中证500指数增强C,国泰基金,20170801,股票型,增强指数型,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.1
003760.OF,国泰中证500指数增强A,国泰基金,20170801,股票型,增强指数型,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.1
004041.OF,金鹰医疗健康产业C,金鹰基金,20170801,股票型,股票型,中证医药卫生指数收益率*80%+中债总财富(总值)指数收益率*20%,1.5,0.2
004040.OF,金鹰医疗健康产业A,金鹰基金,20170801,股票型,股票型,中证医药卫生指数收益率*80%+中债总财富(总值)指数收益率*20%,1.5,0.2
001790.OF,国泰智能汽车A,国泰基金,20170801,股票型,股票型,中证新能源汽车指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25
004849.OF,信诚货币E,中信保诚基金,20170801,货币市场型,货币型,活期存款利率(税后),0.15,0.05
004740.OF,中欧瑞丰C,中欧基金,20170731,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25
004854.OF,广发中证全指汽车A,广发基金,20170731,股票型,被动指数型,中证全指汽车指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
004855.OF,广发中证全指汽车C,广发基金,20170731,股票型,被动指数型,中证全指汽车指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
004718.OF,万家天添宝货币B,万家基金,20170728,货币市场型,货币型,银行活期存款利率(税后),0.25,0.05
519137.OF,海富通瑞福A,海富通基金,20170728,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
519138.OF,海富通瑞祥一年定开,海富通基金,20170728,债券型,债券型,中证全债指数收益率,0.5,0.1
004717.OF,万家天添宝货币A,万家基金,20170728,货币市场型,货币型,银行活期存款利率(税后),0.25,0.05
150968.OF,银河研究精选,银河基金,20170727,混合型,混合型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25
004910.OF,中加颐享纯债A,中加基金,20170727,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
004898.OF,长安泓源纯债C,长安基金,20170727,债券型,债券型,中国债券综合全价指数的收益率,0.5,0.1
004897.OF,长安泓源纯债A,长安基金,20170727,债券型,债券型,中国债券综合全价指数的收益率,0.5,0.1
004869.OF,中融日日盈B,中融基金,20170726,货币市场型,货币型,七天通知存款利率(税后),0.3,0.06
004787.OF,渤海汇金汇添金B,渤海汇金资管,20170725,货币市场型,货币型,人民币活期存款利率(税后),0.3,0.1
004786.OF,渤海汇金汇添金A,渤海汇金资管,20170725,货币市场型,货币型,人民币活期存款利率(税后),0.3,0.1
004920.OF,富国泓利纯债A,富国基金,20170725,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
004811.OF,万家现金宝B,万家基金,20170724,货币市场型,货币型,银行活期存款利率(税后),0.27,0.05
004774.OF,汇添富添福吉祥,汇添富基金,20170724,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.2
004912.OF,中加纯债定期开放C,中加基金,20170720,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
004911.OF,中加纯债定期开放A,中加基金,20170720,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
004522.OF,安信工业4.0沪港深C,安信基金,20170720,混合型,灵活配置型,沪深300指数收益率*40%+中证全债指数收益率*40%+恒生AH股H指数收益率*20%,1.5,0.1
004866.OF,格林日鑫月熠B,格林基金,20170720,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.3,0.06
004865.OF,格林日鑫月熠A,格林基金,20170720,货币市场型,货币型,中国人民银行公布的七天通知存款利率(税后),0.3,0.06
004521.OF,安信工业4.0沪港深A,安信基金,20170720,混合型,灵活配置型,沪深300指数收益率*40%+中证全债指数收益率*40%+恒生AH股H指数收益率*20%,1.5,0.1
004858.OF,长信量化多策略C,长信基金,20170720,股票型,股票型,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
004683.OF,建信高端医疗A,建信基金,20170718,股票型,股票型,中证医药卫生指数收益率*80%+中债综合全价(总值)指数收益率*20%,1.5,0.25
202212.OF,南方平衡配置,南方基金,20170715,混合型,平衡型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25
004202.OF,华夏睿磐泰兴A,华夏基金,20170714,混合型,混合型,上证国债指数收益率*90%+中证800指数收益率*10%,0.8,0.2
004825.OF,平安惠泽,平安基金,20170714,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
004446.OF,南方荣年定期开放A,南方基金,20170713,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.15
004447.OF,南方荣年定期开放C,南方基金,20170713,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.15
004896.OF,鹏华兴鑫宝A,鹏华基金,20170713,货币市场型,货币型,活期存款利率(税后),0.15,0.05
004648.OF,南方安睿,南方基金,20170713,混合型,混合型,上证国债指数收益率*85%+沪深300指数收益率*15%,0.6,0.15
004716.OF,信诚量化阿尔法A,中信保诚基金,20170712,股票型,股票型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.25
004938.OF,中欧滚钱宝B,中欧基金,20170712,货币市场型,货币型,同期7天通知存款利率(税后),0.28,0.05
004939.OF,中欧滚钱宝C,中欧基金,20170712,货币市场型,货币型,同期7天通知存款利率(税后),0.28,0.05
004796.OF,广发钱袋子E,广发基金,20170710,货币市场型,货币型,活期存款利率(税后),0.3,0.05
004616.OF,中欧电子信息产业A,中欧基金,20170707,股票型,股票型,中证TMT产业主题指数收益率*65%+恒生指数收益率*20%+中证综合债券指数收益率*15%,1.5,0.25
004476.OF,景顺长城沪港深领先科技,景顺长城基金,20170707,股票型,股票型,中证TMT产业主题指数收益率*60%+恒生综合指数收益率*20%+中证全债指数收益率*20%,1.5,0.25
004875.OF,融通深证成指C,融通基金,20170705,股票型,被动指数型,深证成份指数收益率*95%+银行活期存款利率*5%,1.0,0.2
004876.OF,融通深证100C,融通基金,20170705,股票型,被动指数型,深证100指数收益率*95%+银行同业存款利率*5%,1.0,0.2
004874.OF,融通巨潮100C,融通基金,20170705,股票型,增强指数型,巨潮100指数收益率*95%+银行同业存款利率*5%,1.3,0.2
004666.OF,长城久嘉创新成长A,长城基金,20170705,混合型,灵活配置型,中证800指数收益率*50%+中债综合财富指数收益率*50%,1.5,0.25
004870.OF,融通创业板指数增强C,融通基金,20170705,股票型,增强指数型,创业板指数收益率*95%+银行活期存款利率*5%,1.0,0.2
003696.OF,国泰润鑫定期开放,国泰基金,20170704,债券型,债券型,中证综合债指数收益率,0.3,0.1
004698.OF,博时军工主题A,博时基金,20170704,股票型,股票型,中证军工指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
004536.OF,嘉实中小企业量化活力,嘉实基金,20170704,混合型,灵活配置型,中证1000指数*95%+中证综合债券指数*5%,1.5,0.25
003516.OF,国泰融安多策略A,国泰基金,20170703,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.15
002495.OF,前海开源量化优选A,前海开源基金,20170703,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25
002496.OF,前海开源量化优选C,前海开源基金,20170703,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25
004497.OF,前海开源多元策略C,前海开源基金,20170703,混合型,灵活配置型,中证500指数收益率*50%+中证全债指数收益率*30%+恒生指数收益率*20%,0.7,0.1
004496.OF,前海开源多元策略A,前海开源基金,20170703,混合型,灵活配置型,中证500指数收益率*50%+中证全债指数收益率*30%+恒生指数收益率*20%,0.7,0.1
004488.OF,嘉实富时中国A50ETF联接A,嘉实基金,20170629,股票型,被动指数型,富时中国A50指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
004598.OF,南方中证银行ETF联接C,南方基金,20170629,股票型,被动指数型,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
150998.OF,银河钱包货币B,银河基金,20170629,货币市场型,货币型,七天通知存款利率(税后),0.15,0.05
