ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
002338.OF,兴业优债增利A,兴业基金,中国银行,债券型,20160203,,,20160118,,14.4645,0.3,0.05,,1.0,0.01,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20160405,20160405,O
002418.OF,汇添富优选回报C,汇添富基金,中国银行,混合型,20160203,,,,,,0.9,0.25,,1.0,,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160203,20160203,O
002245.OF,泰康稳健增利A,泰康资产,中国农业银行,债券型,20160203,,,20160118,,5.4073,0.7,0.15,,1.0,0.1,,中债新综合财富(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,20160322,20160322,O
002301.OF,兴业短债A,兴业基金,中国民生银行,债券型,20160203,,,20151231,,2.0009,0.3,0.1,,1.0,0.01,,中债-综合全价(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20160329,20160329,O
002330.OF,兴业聚宝,兴业基金,交通银行,混合型,20160203,,,20160111,,2.0171,0.7,0.25,,1.0,0.1,,中债综合全价指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160329,20160329,O
002270.OF,东吴安盈量化,东吴基金,交通银行,混合型,20160203,,,20160104,,2.1116,1.5,0.25,,1.0,0.1,,中证500指数收益率*65%+中债综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20160303,20160303,O
002246.OF,泰康稳健增利C,泰康资产,中国农业银行,债券型,20160203,,,20160118,,0.9,0.7,0.15,,1.0,0.1,,中债新综合财富(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,20160322,20160322,O
002282.OF,平安安享灵活配置A,平安基金,中国建设银行,混合型,20160203,,,20160111,,10.7821,0.6,0.1,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160308,20160308,O
002142.OF,博时外延增长主题,博时基金,中国工商银行,混合型,20160203,,,20160104,,2.0634,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160215,20160215,O
001852.OF,融通中国风1号A,融通基金,中国工商银行,混合型,20160203,,,20160114,,2.6555,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160217,20160217,O
002275.OF,中邮纯债聚利C,中邮基金,中国农业银行,债券型,20160203,,,20160122,,0.5948,0.3,0.1,,1.0,0.1,,中债总全价(总值)指数收益率,L,债券型,契约型开放式,,20160304,20160304,O
002350.OF,华安安华,华安基金,招商银行,混合型,20160203,,,20160122,,30.8495,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160329,20160329,O
002274.OF,中邮纯债聚利A,中邮基金,中国农业银行,债券型,20160203,,,20160122,,5.0498,0.3,0.1,,1.0,0.1,,中债总全价(总值)指数收益率,L,债券型,契约型开放式,,20160304,20160304,O
001717.OF,工银瑞信前沿医疗A,工银瑞信基金,中国建设银行,股票型,20160203,,,20151231,,2.2093,1.5,0.25,,1.0,0.001,,中证医药指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20160215,20160215,O
002300.OF,长盛医疗行业,长盛基金,中国银行,股票型,20160203,,,20160104,,3.3248,1.5,0.25,,1.0,0.01,,中证全指医药卫生指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20160309,20160309,O
001401.OF,德邦如意,德邦基金,中国民生银行,货币市场型,20160203,,,20160129,,2.7002,0.2,0.05,,1.0,,,七天通知存款利率(税后),L,货币型,契约型开放式,,20160405,20160405,O
002324.OF,南方日添益A,南方基金,中国农业银行,货币市场型,20160203,,,20160125,,11.7411,0.28,0.1,,1.0,,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20160222,20160222,O
001645.OF,国泰大健康A,国泰基金,中国建设银行,股票型,20160203,,,20151215,,3.1816,1.5,0.25,,1.0,0.01,,中证健康产业指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20160304,20160304,O
001928.OF,华夏消费升级C,华夏基金,中国农业银行,混合型,20160203,,,20160111,,1.4661,1.5,0.25,,1.0,0.1,,中证内地消费主题指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160304,20160304,O
001927.OF,华夏消费升级A,华夏基金,中国农业银行,混合型,20160203,,,20160111,,4.9626,1.5,0.25,,1.0,0.1,,中证内地消费主题指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160304,20160304,O
001760.OF,嘉实创新成长,嘉实基金,中国银行,混合型,20160203,,,20160111,,2.5248,1.5,0.25,,1.0,0.01,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160405,20160405,O
001536.OF,南方君选,南方基金,中信银行,混合型,20160203,,,20160111,,3.4678,1.5,0.25,,1.0,0.1,,人民币一年期定期存款利率(税后)+5%,L,灵活配置型,契约型开放式,,20160411,20160411,O
002201.OF,大成慧成B,大成基金,上海银行,货币市场型,20160203,,,20160118,,2.8204,0.2,0.07,,1.0,500.0,,银行活期存款利率(税后),L,货币型,契约型开放式,,20160307,20160307,O
002202.OF,大成慧成E,大成基金,上海银行,货币市场型,20160203,,,20160118,,,0.2,0.07,,1.0,,,银行活期存款利率(税后),L,货币型,契约型开放式,,20160307,20160307,O
002200.OF,大成慧成A,大成基金,上海银行,货币市场型,20160203,,,20160118,,2.2965,0.2,0.07,,1.0,,,银行活期存款利率(税后),L,货币型,契约型开放式,,20160307,20160307,O
002325.OF,南方日添益E,南方基金,中国农业银行,货币市场型,20160203,,,,,,0.28,0.1,,1.0,,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20160627,20160627,O
519172.OF,浦银安盛睿智精选A,浦银安盛基金,广发证券,混合型,20160203,,,20160104,,4.4042,1.5,0.25,,1.0,0.001,,沪深300指数收益率*55%+中证全债指数收益率*45%,L,灵活配置型,契约型开放式,,20160406,20160406,O
002376.OF,国寿安保核心产业,国寿安保基金,中国银行,混合型,20160203,,,20160118,,2.409,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20160316,20160316,O
001604.OF,浙商汇金转型升级,浙商资管,平安银行,混合型,20160203,,,20151222,,2.4207,1.5,0.25,,1.0,0.1,,中证800指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,,20160330,20160330,O
519173.OF,浦银安盛睿智精选C,浦银安盛基金,广发证券,混合型,20160203,,,20160104,,2.3725,1.5,0.25,,1.0,0.001,,沪深300指数收益率*55%+中证全债指数收益率*45%,L,灵活配置型,契约型开放式,,20160406,20160406,O
002404.OF,博时裕乾C,博时基金,中信银行,债券型,20160201,,,,,,0.3,0.1,,1.0,,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20160201,20160201,O
002363.OF,华安安康A,华安基金,中国工商银行,混合型,20160201,,,20160118,,43.2479,0.9,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160411,20160411,O
002364.OF,华安安康C,华安基金,中国工商银行,混合型,20160201,,,20160118,,8.7531,0.9,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160411,20160411,O
002124.OF,广发新兴产业精选A,广发基金,中国银行,混合型,20160129,,,20160104,,4.0419,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20160201,20160201,O
001940.OF,农银汇理现代农业加,农银汇理基金,中国建设银行,混合型,20160129,,,20160106,,6.3181,1.5,0.25,,1.0,0.1,,中证大农业指数*65%+中证全债指数*35%,L,灵活配置型,契约型开放式,,20160429,20160429,O
002388.OF,天弘裕利A,天弘基金,中国邮政储蓄银行,混合型,20160129,,,20160126,,2.0006,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160405,20160405,O
001719.OF,工银瑞信国家战略主题,工银瑞信基金,中国农业银行,股票型,20160129,,,20160107,,3.0045,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+中债综合财富指数收益率*20%,L,股票型,契约型开放式,,20160215,20160215,O
002288.OF,中银稳进策略,中银基金,中信银行,混合型,20160129,,,20151221,,35.4663,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160420,20160420,O
002318.OF,鹏华添利A,鹏华基金,中国工商银行,货币市场型,20160129,,,20160111,,4.3535,0.3,0.09,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20160222,20160222,O
001829.OF,北信瑞丰中国智造主题,北信瑞丰基金,中国建设银行,混合型,20160127,,,20151214,,2.0953,1.5,0.25,,1.0,0.1,,中证800指数收益率*60%+中证综合债券指数收益率*40%,L,灵活配置型,契约型开放式,,20160229,20160229,O
001479.OF,中邮风格轮动,中邮基金,中国民生银行,混合型,20160127,,,20151202,,5.5229,1.5,0.25,,1.0,0.1,,沪深300指数*60%+上证国债指数*40%,L,灵活配置型,契约型开放式,,20160226,20160226,O
002255.OF,长信金葵纯债一年C,长信基金,招商银行,债券型,20160127,,,20160104,,2.4698,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170203,20170203,O
001223.OF,鹏华文化传媒娱乐,鹏华基金,中国建设银行,股票型,20160127,,,20160105,,2.4558,1.5,0.25,,1.0,0.1,,中证传媒指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20160129,20160129,O
002254.OF,长信金葵纯债一年A,长信基金,招商银行,债券型,20160127,,,20160104,,7.0874,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170203,20170203,O
F050004.OF,博时精选R,博时基金,中国工商银行,混合型,20160126,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中债综合财富(总值)指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
001972.OF,前海开源沪港深智慧,前海开源基金,中国农业银行,混合型,20160126,,,20160104,,2.7751,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20160229,20160229,O
960027.OF,博时信用债券R,博时基金,中国工商银行,债券型,20160126,,,,,,0.7,0.2,,1.0,,,中国债券总指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20160908,20160908,O
960022.OF,博时裕富沪深300R,博时基金,中国建设银行,股票型,20160126,,,,,,0.98,0.2,,1.0,,,沪深300指数*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,,,O
002385.OF,博时裕富沪深300C,博时基金,中国建设银行,股票型,20160126,,,,,,0.98,0.2,,1.0,,,沪深300指数*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20160126,20160126,O
519196.OF,万家新兴蓝筹,万家基金,中国建设银行,混合型,20160126,,,20151217,,2.4906,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160304,20160304,O
F050026.OF,博时医疗保健行业R,博时基金,中国银行,混合型,20160126,,,,,,1.5,0.25,,1.0,,,中证医药卫生指数*80%+中债指数*20%,L,混合型,契约型开放式,,,,O
960026.OF,博时特许价值R,博时基金,中国建设银行,混合型,20160126,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,,,O
001956.OF,国联安科技动力,国联安基金,中国建设银行,股票型,20160126,,,20151224,,2.5281,1.5,0.25,,1.0,0.1,,沪深300指数*80%+上证国债指数*20%,L,股票型,契约型开放式,,20160411,20160411,O
002066.OF,景顺长城景盛双息C,景顺长城基金,中国工商银行,债券型,20160126,,,20151224,,2.8917,0.7,0.2,,1.0,0.001,,中证综合债指数,L,债券型,契约型开放式,,20160401,20160401,O
002065.OF,景顺长城景盛双息A,景顺长城基金,中国工商银行,债券型,20160126,,,20151224,,3.9174,0.7,0.2,,1.0,0.001,,中证综合债指数,L,债券型,契约型开放式,,20160401,20160401,O
002313.OF,泰达宏利新起点B,泰达宏利基金,中国银行,混合型,20160125,,,,,,0.6,0.25,,1.0,,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160125,20160125,O
002314.OF,泰达宏利新思路B,泰达宏利基金,中国银行,混合型,20160125,,,,,,0.6,0.25,,1.0,,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160125,20160125,O
002273.OF,泰达宏利创益B,泰达宏利基金,华夏银行,混合型,20160125,,,,,,0.7,0.17,,1.0,,,中证全债指数收益率+2%,L,灵活配置型,契约型开放式,,20160125,20160125,O
002210.OF,创金合信量化多因子A,创金合信基金,中国工商银行,股票型,20160122,,,20151223,,2.0264,1.5,0.25,,1.0,0.01,,中证1000指数收益率*90%+银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20160127,20160127,O
002292.OF,诺安益鑫A,诺安基金,中国农业银行,混合型,20160122,,,20160111,,40.5462,1.5,0.25,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160421,20160421,O
002351.OF,易方达裕祥回报,易方达基金,浦发银行,债券型,20160122,,,20160119,,6.8109,0.4,0.1,,1.0,0.001,,中债新综合指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20160224,20160224,O
673050.OF,西部利得新盈,西部利得基金,中国银河,混合型,20160122,,,20160115,,2.0007,1.5,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160201,20160201,O
002280.OF,华富安享,华富基金,中国工商银行,债券型,20160121,,,20160104,,12.7424,0.7,0.2,,1.0,0.1,,中证全债指数收益率,L,债券型,契约型开放式,,20160421,20160421,O
002152.OF,华宝核心优势,华宝基金,中国建设银行,混合型,20160121,,,20151221,,5.3465,1.5,0.25,,1.0,0.01,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20160321,20160321,O
001709.OF,华富物联世界,华富基金,中国工商银行,混合型,20160121,,,20151221,,3.0906,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160223,20160223,O
519176.OF,浦银安盛消费升级C,浦银安盛基金,交通银行,混合型,20160121,,,,,,1.5,0.25,,1.0,,,中证内地消费主题指数*55%+中证全债指数*45%,L,灵活配置型,契约型开放式,,20160121,20160121,O
501006.OF,汇添富中证精准医疗C,汇添富基金,中国工商银行,股票型,20160121,,,20151228,,1.8945,0.75,0.1,,1.0,0.1,,中证精准医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160321,20160321,O
002259.OF,鹏华健康环保,鹏华基金,中国工商银行,混合型,20160120,,,20151222,,3.1951,1.5,0.25,,1.0,0.1,,中证医药卫生指数收益率*40%+中证环保产业指数收益率*40%+中证综合债指数收益率*20%,L,灵活配置型,契约型开放式,,20160318,20160318,O
001877.OF,宝盈国家安全战略沪港深A,宝盈基金,中国银行,股票型,20160120,,,20151221,,2.9145,1.5,0.25,,1.0,0.1,,沪深300指数收益率*65%+中债综合指数收益率*20%+恒生综合指数收益率*15%,L,股票型,契约型开放式,,20160223,20160223,O
002230.OF,华夏大中华企业精选,华夏基金,中国建设银行,混合型,20160120,,,20151229,,4.3049,1.8,0.35,,1.0,0.1,,上证国债指数收益率*40%+富时中国(不含B股)全盘指数收益率*30%+富时中国A股全股指数收益率*30%,L,灵活配置型,契约型开放式,,20160216,20160216,O
001605.OF,国富沪港深成长精选,国海富兰克林基金,中国工商银行,股票型,20160120,,,20151221,,2.594,1.5,0.25,,1.0,0.05,,沪深300指数收益率*85%+中债国债总指数收益率(全价)*15%,L,股票型,契约型开放式,,20160222,20160222,O
000497.OF,财通纯债A,财通基金,中国工商银行,债券型,20160119,,,20160119,,1.0458,0.3,0.1,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160216,20160216,O
161824.OF,银华永兴C,银华基金,中国建设银行,债券型,20160118,,,20160118,,0.7164,0.315,0.1,,1.0,,,中证全债指数,L,债券型,契约型开放式,,20160201,20160201,O
002360.OF,前海开源清洁能源C,前海开源基金,中国农业银行,混合型,20160118,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20160118,20160118,O
161623.OF,融通汇财宝B,融通基金,中国工商银行,货币市场型,20160118,,,20160118,,,0.2,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20160118,20160118,O
161622.OF,融通汇财宝A,融通基金,中国工商银行,货币市场型,20160118,,,20160118,,,0.2,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20160118,20160118,O
002354.OF,博时裕腾,博时基金,南京银行,债券型,20160118,,,20160112,,2.0002,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20160129,20160129,O
002132.OF,广发鑫享,广发基金,中国工商银行,混合型,20160115,,,20160107,,3.0027,1.0,0.2,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160518,20160518,O
002175.OF,博时裕乾A,博时基金,中信银行,债券型,20160115,,,20160112,,2.0002,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20160129,20160129,O
002304.OF,平安安心灵活配置A,平安基金,中国银行,混合型,20160115,,,20151228,,14.8871,0.6,0.1,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160224,20160224,O
001990.OF,中欧数据挖掘多因子A,中欧基金,中国工商银行,混合型,20160113,,,20151216,,5.0641,1.5,0.25,,1.0,0.001,,中证500指数收益率*95%+中债综合指数收益率*5%,L,灵活配置型,契约型开放式,,20160219,20160219,O
000189.OF,易方达丰华A,易方达基金,招商银行,债券型,20160113,,,20160111,,46.3415,0.8,0.2,,1.0,0.001,,中债总指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190219,20160222,O
002265.OF,鑫元兴利,鑫元基金,中国光大银行,债券型,20160113,,,20160104,,2.0097,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20160121,20160121,O
002296.OF,长城行业轮动A,长城基金,中国建设银行,混合型,20160112,,,20151228,,29.7798,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+中债总财富指数收益率*45%,L,灵活配置型,契约型开放式,,20160215,20160215,O
002086.OF,大成景安短融E,大成基金,中国农业银行,债券型,20160112,,,,,,0.4,0.14,,1.0,,,中债短融总指数,L,债券型,契约型开放式,,20160112,20160112,O
002293.OF,南方益和灵活配置,南方基金,中国建设银行,混合型,20160111,,,20160107,,29.8591,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20190125,20160328,O
002339.OF,海富通安颐收益C,海富通基金,中国银行,混合型,20160108,,,,,,1.0,0.25,,1.0,,,三年期银行定期存款利率(税后)+2%,L,混合型,契约型开放式,,20160108,20160108,O
002337.OF,创金合信季安鑫A,创金合信基金,招商银行,债券型,20160107,,,20160104,,2.0012,0.25,0.1,,1.0,0.01,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20160125,20160125,O
960024.OF,嘉实成长收益H,嘉实基金,中国银行,混合型,20160107,,,,,,1.5,0.25,,1.0,,,上证A股指数,L,成长收益复合型,契约型开放式,,20160107,20160107,O
002281.OF,建信裕利,建信基金,交通银行,混合型,20160104,,,20151223,,49.784,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+中债总财富(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20160129,20160129,O
002310.OF,创金合信沪深300指数增强A,创金合信基金,招商银行,股票型,20151231,,,20151229,,0.05,0.8,0.1,,1.0,0.01,,沪深300指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20160125,20160125,O
002311.OF,创金合信中证500指数增强A,创金合信基金,招商银行,股票型,20151231,,,20151229,,0.05,0.8,0.1,,1.0,0.01,,中证500指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20160125,20160125,O
002315.OF,创金合信沪深300指数增强C,创金合信基金,招商银行,股票型,20151231,,,20151229,,0.05,0.8,0.1,,1.0,0.01,,沪深300指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20160125,20160125,O
002316.OF,创金合信中证500指数增强C,创金合信基金,招商银行,股票型,20151231,,,20151229,,0.05,0.8,0.1,,1.0,0.01,,中证500指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20160125,20160125,O
960019.OF,招商行业领先H,招商基金,中国银行,混合型,20151231,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*25%,L,混合型,契约型开放式,,,,O
002287.OF,中银美元债美元,中银基金,招商银行,债券型,20151230,,,20151221,,4.1177,1.0,0.25,,0.1541,0.1,,同期人民币一年期定期存款利率(税后)+1%,L,债券型,契约型开放式,,20160329,20160329,O
001761.OF,广发安宏回报A,广发基金,中信证券,混合型,20151230,,,20151221,,2.0,0.6,0.15,,1.0,5.0,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160222,20160111,O
001762.OF,广发安宏回报C,广发基金,中信证券,混合型,20151230,,,20151221,,0.0109,0.6,0.15,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160222,20160111,O
002286.OF,中银美元债人民币,中银基金,招商银行,债券型,20151230,,,20151221,,4.6529,1.0,0.25,,1.0,0.1,,同期人民币一年期定期存款利率(税后)+1%,L,债券型,契约型开放式,,20160329,20160329,O
002159.OF,东吴国企改革A,东吴基金,中国建设银行,混合型,20151230,,,20151203,,3.46,1.5,0.25,,1.0,0.1,,中证国有企业改革指数*50%+中债综合指数*50%,L,灵活配置型,契约型开放式,,20160201,20160201,O
001616.OF,嘉实环保低碳,嘉实基金,中国农业银行,股票型,20151230,,,20151125,,17.4723,1.5,0.25,,1.0,0.01,,中证内地低碳经济主题指数收益率*80%+中证综合债券指数收益率*20%,L,股票型,契约型开放式,,20160121,20160121,O
002197.OF,国泰鑫策略价值灵活,国泰基金,中国银行,混合型,20151230,,,20151214,,29.8995,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160201,20160201,O
002224.OF,中邮绝对收益策略,中邮基金,兴业银行,混合型,20151230,,,20151216,,12.3946,1.0,0.25,,1.0,0.1,,金融机构人民币一年期定期存款基准利率(税后)+2%,L,混合型,契约型开放式,,20160311,20160311,O
001714.OF,工银瑞信文体产业A,工银瑞信基金,兴业银行,股票型,20151230,,,20151130,,4.3069,1.5,0.25,,1.0,0.001,,中证文体指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,股票型,契约型开放式,,20160129,20160129,O
002213.OF,中海顺鑫,中海基金,平安银行,混合型,20151230,,,20151207,,12.6154,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20170103,20170103,O
202213.OF,南方核心竞争,南方基金,招商银行,混合型,20151229,,,20151229,,,1.5,0.25,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,,20190116,20160328,O
519762.OF,交银裕通纯债A,交银施罗德基金,兴业银行,债券型,20151229,,,20151216,,2.1989,0.3,0.1,,1.0,0.001,,中债综合全价指数,L,债券型,契约型开放式,,20160126,20160126,O
519763.OF,交银裕通纯债C,交银施罗德基金,兴业银行,债券型,20151229,,,20151216,,0.0138,0.3,0.1,,1.0,0.001,,中债综合全价指数,L,债券型,契约型开放式,,20160126,20160126,O
002271.OF,招商安弘灵活配置,招商基金,中国建设银行,混合型,20151229,,,20151218,,34.1099,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160129,20160129,O
002268.OF,兴业丰利,兴业基金,招商银行,债券型,20151228,,,20151221,,2.0026,0.3,0.05,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160122,20160122,O
960000.OF,汇丰晋信大盘H,汇丰晋信基金,交通银行,股票型,20151228,,,,,,1.5,0.25,,1.0,,,沪深300指数*90%+同业存款利率*10%,L,稳健增长型,契约型开放式,,20151229,20151229,O
002085.OF,长盛互联网+,长盛基金,中国银行,混合型,20151228,,,20151125,,7.5449,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160126,20160126,O
002020.OF,国都创新驱动,国都证券,兴业银行,混合型,20151228,,,20151207,,3.8231,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20160129,20160129,O
720003.OF,财通收益增强A,财通基金,中国工商银行,债券型,20151225,,,20151225,,,0.7,0.2,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20160111,20160111,O
960041.OF,华泰柏瑞量化增强H,华泰柏瑞基金,中国银行,混合型,20151225,,,,,,1.0,0.25,,1.0,,,"沪深300指数收益率*95%+2.5%(指年收益率,评价时按期间折算)",L,混合型,契约型开放式,,,,O
002247.OF,前海联合海盈货币A,新疆前海联合基金,中国工商银行,货币市场型,20151224,,,20151208,,0.0107,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20160111,20160111,O
002248.OF,前海联合海盈货币B,新疆前海联合基金,中国工商银行,货币市场型,20151224,,,20151208,,134.1293,0.15,0.05,,1.0,500.0,,活期存款利率(税后),L,货币型,契约型开放式,,20160111,20160111,O
001795.OF,上投摩根文体休闲,上投摩根基金,中国银行,混合型,20151223,,,20151118,,3.1675,1.5,0.25,,1.0,0.1,,中证800指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,20160120,20160120,O
001740.OF,光大中国制造2025,光大保德信基金,中国工商银行,混合型,20151223,,,20151123,,4.2225,1.5,0.25,,1.0,0.0001,,中证工业4.0指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160125,20160125,O
002279.OF,浙商惠盈纯债A,浙商基金,上海银行,债券型,20151223,,,20151221,,2.0014,0.3,0.1,,1.0,0.01,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20151224,20151224,O
002220.OF,南方瑞利,南方基金,中国农业银行,混合型,20151223,,,20151218,,14.9146,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20180108,20160321,O
002048.OF,博时安誉18个月,博时基金,中国民生银行,债券型,20151223,,,20151123,,25.9521,0.6,0.18,,1.0,0.01,,1年期定期存款利率(税后)*150%,L,债券型,契约型开放式,,20170626,20170626,O
