ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market
003721.OF,易方达标普信息科技A美元现汇,易方达基金,股票型,20161213,0.8,0.25,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,O
003720.OF,易方达标普生物科技美元现汇A,易方达基金,股票型,20161213,0.8,0.25,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,O
003717.OF,中银量化精选A,中银基金,混合型,20161213,1.5,0.25,中证500指数收益率*75%+中债综合指数收益率*25%,灵活配置型,O
002996.OF,长信稳健纯债A,长信基金,债券型,20161213,0.3,0.1,中债综合指数收益率,债券型,O
003284.OF,中邮医药健康,中邮基金,混合型,20161213,1.5,0.25,中证医药100指数收益率*60%+上证国债指数收益率*40%,灵活配置型,O
161627.OF,融通通福C,融通基金,债券型,20161213,0.7,0.2,中债综合(全价)指数收益率,债券型,O
003812.OF,中金金利C,中金基金,债券型,20161213,0.3,0.1,中债综合指数收益率,债券型,O
003811.OF,中金金利A,中金基金,债券型,20161213,0.3,0.1,中债综合指数收益率,债券型,O
003983.OF,鹏华丰惠,鹏华基金,债券型,20161209,0.3,0.1,中债总指数收益率,债券型,O
003805.OF,华安新恒利A,华安基金,混合型,20161209,0.6,0.1,中证800指数收益率*50%+中债综合全价指数收益率*50%,灵活配置型,O
003799.OF,华安新泰利A,华安基金,混合型,20161209,0.6,0.1,中证800指数收益率*50%+中债综合全价指数收益率*50%,灵活配置型,O
003876.OF,华宝沪深300指数增强A,华宝基金,股票型,20161209,1.0,0.15,沪深300指数收益率*95%+1.5%,增强指数型,O
003800.OF,华安新泰利C,华安基金,混合型,20161209,0.6,0.1,中证800指数收益率*50%+中债综合全价指数收益率*50%,灵活配置型,O
003603.OF,景顺长城泰安A,景顺长城基金,混合型,20161209,0.5,0.1,中证综合债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
003604.OF,景顺长城泰安C,景顺长城基金,混合型,20161209,0.5,0.1,中证综合债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
519625.OF,银河君盛A,银河基金,混合型,20161209,0.6,0.1,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,O
519626.OF,银河君盛C,银河基金,混合型,20161209,0.6,0.1,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,O
001710.OF,安信新趋势A,安信基金,混合型,20161209,0.6,0.2,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,灵活配置型,O
001711.OF,安信新趋势C,安信基金,混合型,20161209,0.6,0.2,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,灵活配置型,O
003806.OF,华安新恒利C,华安基金,混合型,20161209,0.6,0.1,中证800指数收益率*50%+中债综合全价指数收益率*50%,灵活配置型,O
160524.OF,博时弘泰,博时基金,混合型,20161209,1.2,0.2,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*25%,混合型,O
002119.OF,广发安盈C,广发基金,混合型,20161209,0.6,0.1,中证全债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
002118.OF,广发安盈A,广发基金,混合型,20161209,0.6,0.1,中证全债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
002455.OF,民生加银鑫喜,民生加银基金,混合型,20161209,0.6,0.15,中证国债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
003570.OF,招商招丰纯债C,招商基金,债券型,20161207,0.3,0.1,中债综合指数收益率,债券型,O
003950.OF,博时鑫润A,博时基金,混合型,20161207,0.5,0.1,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,O
003951.OF,博时鑫润C,博时基金,混合型,20161207,0.5,0.1,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,O
003442.OF,招商招惠三个月定开A,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003424.OF,江信洪福纯债,江信基金,债券型,20161207,0.3,0.1,中债总财富(总值)指数收益率,债券型,O
003499.OF,前海联合添和C,新疆前海联合基金,债券型,20161207,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
003465.OF,平安金管家A,平安基金,货币市场型,20161207,0.2,0.05,同期七天通知存款利率(税后),货币型,O
003572.OF,招商招琪纯债C,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003571.OF,招商招琪纯债A,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003483.OF,交银天鑫宝E,交银施罗德基金,货币市场型,20161207,0.15,0.05,活期存款利率(税后),货币型,O
001659.OF,富安达新动力,富安达基金,混合型,20161207,1.5,0.25,中证新兴产业指数收益率*60%+中债总指数收益率*40%,灵活配置型,O
003498.OF,前海联合添和A,新疆前海联合基金,债券型,20161207,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
003626.OF,平安鑫利A,平安基金,混合型,20161207,0.6,0.1,中证综合债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
003863.OF,招商招祥纯债A,招商基金,债券型,20161207,0.3,0.1,中债综合指数收益率,债券型,O
003443.OF,招商招惠三个月定开C,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003316.OF,中银证券现金管家A,中银证券,货币市场型,20161207,0.3,0.08,人民币活期存款利率(税后),货币型,O
003317.OF,中银证券现金管家B,中银证券,货币市场型,20161207,0.3,0.08,人民币活期存款利率(税后),货币型,O
003308.OF,中信建投睿利A,中信建投基金,混合型,20161207,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,灵活配置型,O
003124.OF,天治鑫利C,天治基金,债券型,20161207,0.3,0.05,中证全债指数收益率,债券型,O
003482.OF,交银天鑫宝A,交银施罗德基金,货币市场型,20161207,0.15,0.05,活期存款利率(税后),货币型,O
002793.OF,景顺长城顺益回报C,景顺长城基金,混合型,20161207,0.6,0.2,中证综合债指数收益率*85%+沪深300指数收益率*15%,混合型,O
003839.OF,易方达瑞通A,易方达基金,混合型,20161207,0.6,0.1,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,灵活配置型,O
003809.OF,招商招顺纯债A,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003510.OF,长盛可转债A,长盛基金,债券型,20161207,0.8,0.2,中证可转换债券指数收益率*60%+中证综合债券指数收益率*30%+沪深300指数收益率*10%,债券型,O
002792.OF,景顺长城顺益回报A,景顺长城基金,混合型,20161207,0.6,0.2,中证综合债指数收益率*85%+沪深300指数收益率*15%,混合型,O
003569.OF,招商招丰纯债A,招商基金,债券型,20161207,0.3,0.1,中债综合指数收益率,债券型,O
003810.OF,招商招顺纯债C,招商基金,债券型,20161207,0.3,0.1,中证全债指数收益率,债券型,O
003123.OF,天治鑫利A,天治基金,债券型,20161207,0.3,0.05,中证全债指数收益率,债券型,O
003511.OF,长盛可转债C,长盛基金,债券型,20161207,0.8,0.2,中证可转换债券指数收益率*60%+中证综合债券指数收益率*30%+沪深300指数收益率*10%,债券型,O
003840.OF,易方达瑞通C,易方达基金,混合型,20161207,0.6,0.1,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,灵活配置型,O
003672.OF,兴业裕华,兴业基金,债券型,20161207,0.3,0.1,中国债券综合(全价)指数收益率,债券型,O
003864.OF,招商招祥纯债C,招商基金,债券型,20161207,0.3,0.1,中债综合指数收益率,债券型,O
003634.OF,嘉实农业产业A,嘉实基金,股票型,20161207,1.5,0.25,申万农林牧渔指数收益率*80%+中债总指数收益率*20%,股票型,O
003615.OF,信诚景瑞C,中信保诚基金,债券型,20161207,0.3,0.1,中证综合债指数收益率,债券型,O
003614.OF,信诚景瑞A,中信保诚基金,债券型,20161207,0.3,0.1,中证综合债指数收益率,债券型,O
003776.OF,南方宣利定期开放A,南方基金,债券型,20161206,0.4,0.1,中债信用债总指数收益率,债券型,O
003777.OF,南方宣利定期开放C,南方基金,债券型,20161206,0.4,0.1,中债信用债总指数收益率,债券型,O
003862.OF,招商兴福C,招商基金,混合型,20161206,0.6,0.2,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,O
003861.OF,招商兴福A,招商基金,混合型,20161206,0.6,0.2,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,O
003503.OF,金鹰鑫瑞C,金鹰基金,混合型,20161206,0.6,0.1,中证全债指数收益率*60%+沪深300指数收益率*40%,灵活配置型,O
003502.OF,金鹰鑫瑞A,金鹰基金,混合型,20161206,0.6,0.1,中证全债指数收益率*60%+沪深300指数收益率*40%,灵活配置型,O
003529.OF,汇添富长添利C,汇添富基金,债券型,20161206,0.3,0.1,三年期定期存款利率(税后)+0.5%,债券型,O
003528.OF,汇添富长添利A,汇添富基金,债券型,20161206,0.3,0.1,三年期定期存款利率(税后)+0.5%,债券型,O
003891.OF,汇安嘉裕A,汇安基金,债券型,20161205,0.3,0.1,中债综合指数(全价)收益率,债券型,O
675072.OF,西部利得天添金货币B,西部利得基金,货币市场型,20161205,0.2,0.05,同期七天通知存款利率(税后),货币型,O
673081.OF,西部利得祥运A,西部利得基金,混合型,20161205,0.8,0.15,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
673083.OF,西部利得祥运C,西部利得基金,混合型,20161205,0.8,0.15,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003930.OF,中银证券安进C,中银证券,债券型,20161205,0.3,0.1,中债综合全价指数收益率,债券型,O
003929.OF,中银证券安进A,中银证券,债券型,20161205,0.3,0.1,中债综合全价指数收益率,债券型,O
675071.OF,西部利得天添金货币A,西部利得基金,货币市场型,20161205,0.2,0.05,同期七天通知存款利率(税后),货币型,O
002550.OF,嘉实稳荣,嘉实基金,债券型,20161202,0.3,0.1,一年期银行定期存款收益率(税后)+1.2%,债券型,O
003835.OF,鹏华沪深港新兴成长,鹏华基金,混合型,20161202,0.6,0.25,沪深300指数收益率*70%+中证综合债指数收益率*30%,灵活配置型,O
003718.OF,易方达标普500A美元现汇,易方达基金,股票型,20161202,0.8,0.25,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,O
003478.OF,民生加银腾元宝A,民生加银基金,货币市场型,20161202,0.2,0.05,七天通知存款利率(税后),货币型,O
003742.OF,汇安嘉汇A,汇安基金,债券型,20161202,0.3,0.1,中债新综合财富(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,债券型,O
001758.OF,嘉实研究增强,嘉实基金,混合型,20161201,1.5,0.25,沪深300指数收益率*50%+中证综合债券指数收益率*50%,灵活配置型,O
002846.OF,泓德泓华,泓德基金,混合型,20161201,0.8,0.15,沪深300指数收益率*50%+中证综合债券指数收益率*50%,灵活配置型,O
003292.OF,嘉实优势成长,嘉实基金,混合型,20161201,1.5,0.25,沪深300指数收益率*80%+中国债券总指数收益率*20%,灵活配置型,O
003875.OF,浙商日添金B,浙商基金,货币市场型,20161201,0.15,0.05,人民币活期存款利率(税后),货币型,O
003832.OF,中银丰润定期开放,中银基金,债券型,20161201,0.3,0.1,中债综合全价(总值)指数,债券型,O
003874.OF,浙商日添金A,浙商基金,货币市场型,20161201,0.15,0.05,人民币活期存款利率(税后),货币型,O
002898.OF,富国两年期理财A,富国基金,债券型,20161201,0.15,0.05,二年期银行定期存款收益率(税后)+1%,债券型,O
002899.OF,富国两年期理财C,富国基金,债券型,20161201,0.15,0.05,二年期银行定期存款收益率(税后)+1%,债券型,O
003708.OF,博时民丰纯债A,博时基金,债券型,20161130,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003709.OF,博时民丰纯债C,博时基金,债券型,20161130,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003847.OF,华安鼎丰A,华安基金,债券型,20161130,0.3,0.1,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003751.OF,万家瑞隆A,万家基金,混合型,20161130,1.5,0.2,沪深300指数收益率*75%+中证全债指数收益率*25%,混合型,O
003713.OF,英大睿盛A,英大基金,混合型,20161130,0.6,0.15,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003714.OF,英大睿盛C,英大基金,混合型,20161130,0.6,0.15,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003229.OF,浦银安盛日日鑫B,浦银安盛基金,货币市场型,20161130,0.2,0.05,人民币活期存款利率(税后),货币型,O
003475.OF,前海联合沪深300A,新疆前海联合基金,股票型,20161130,0.65,0.15,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
003228.OF,浦银安盛日日鑫A,浦银安盛基金,货币市场型,20161130,0.2,0.05,人民币活期存款利率(税后),货币型,O
002780.OF,前海联合泓鑫A,新疆前海联合基金,混合型,20161130,1.5,0.15,沪深300指数收益率*50%+中债综合全价指数收益率*50%,灵活配置型,O
002683.OF,民生加银前沿科技,民生加银基金,混合型,20161130,1.5,0.25,沪深300指数收益率*60%+中证国债指数收益率*40%,灵活配置型,O
003663.OF,鹏华兴泰,鹏华基金,混合型,20161130,0.7,0.2,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003837.OF,东方臻享纯债A,东方基金,债券型,20161128,0.3,0.1,中债总全价指数收益率,债券型,O
003669.OF,东方红益鑫纯债C,东证资管,债券型,20161128,0.4,0.12,中债综合全价指数(0571.CS)收益率,债券型,O
003668.OF,东方红益鑫纯债A,东证资管,债券型,20161128,0.4,0.12,中债综合全价指数(0571.CS)收益率,债券型,O
003606.OF,海富通美元收益美元,海富通基金,债券型,20161128,0.6,0.2,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,债券型,O
003378.OF,泰康策略优选,泰康基金,混合型,20161128,1.5,0.25,沪深300指数收益率*60%+中债新综合财富(总值)指数收益率*35%+金融机构人民币活期存款利率(税后)*5%,灵活配置型,O
003579.OF,中金沪深300指数增强C,中金基金,股票型,20161128,0.5,0.15,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O
003219.OF,前海开源祥和C,前海开源基金,债券型,20161128,0.7,0.1,中债综合指数收益率*90%+沪深300指数收益率*10%,债券型,O
003719.OF,易方达标普医疗保健A美元现汇,易方达基金,股票型,20161128,0.8,0.25,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,O
003218.OF,前海开源祥和A,前海开源基金,债券型,20161128,0.7,0.1,中债综合指数收益率*90%+沪深300指数收益率*10%,债券型,O
003182.OF,华富弘鑫A,华富基金,混合型,20161128,0.6,0.15,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,O
003838.OF,东方臻享纯债C,东方基金,债券型,20161128,0.3,0.1,中债总全价指数收益率,债券型,O
003673.OF,中加丰裕纯债A,中加基金,债券型,20161128,0.3,0.05,中债综合全价(总值)指数收益率,债券型,O
003183.OF,华富弘鑫C,华富基金,混合型,20161128,0.6,0.15,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,O
003746.OF,广发汇瑞3个月,广发基金,债券型,20161128,0.3,0.1,中债综合指数(总财富)收益率*90%+银行1年期定期存款利率(税后)*10%,债券型,O
003819.OF,广发景华纯债A,广发基金,债券型,20161128,0.3,0.1,中债总全价指数收益率,债券型,O
003628.OF,兴银收益增强,兴银基金,债券型,20161128,0.7,0.2,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*20%,债券型,O
519782.OF,交银裕隆纯债A,交银施罗德基金,债券型,20161128,0.3,0.1,中债综合全价指数收益率,债券型,O
519783.OF,交银裕隆纯债C,交银施罗德基金,债券型,20161128,0.3,0.1,中债综合全价指数收益率,债券型,O
003521.OF,万家1-3年政策性金融债C,万家基金,债券型,20161125,0.3,0.1,中证政策性金融债1-3年指数收益率,债券型,O
003520.OF,万家1-3年政策性金融债A,万家基金,债券型,20161125,0.3,0.1,中证政策性金融债1-3年指数收益率,债券型,O
003578.OF,中金中证500指数增强C,中金基金,股票型,20161125,0.5,0.15,中证500指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O
003590.OF,建信睿富纯债,建信基金,债券型,20161125,0.3,0.1,中债综合全价(总值)指数,债券型,O
001530.OF,万家瑞富A,万家基金,混合型,20161125,0.6,0.15,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003413.OF,华泰柏瑞新经济沪港深,华泰柏瑞基金,混合型,20161125,1.5,0.25,沪深300指数收益率*45%+恒生综合指数收益率*45%+上证国债指数收益率*10%,灵活配置型,O
003730.OF,博时富华纯债,博时基金,债券型,20161125,0.3,0.15,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003767.OF,泰达宏利纯利A,泰达宏利基金,债券型,20161125,0.3,0.1,中国债券综合指数收益率,债券型,O
003768.OF,泰达宏利纯利C,泰达宏利基金,债券型,20161125,0.3,0.1,中国债券综合指数收益率,债券型,O
002969.OF,易方达丰和A,易方达基金,债券型,20161123,0.7,0.2,中债新综合指数收益率(全价)*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,债券型,O
003223.OF,广发景丰纯债,广发基金,债券型,20161123,0.3,0.1,中债综合指数(总财富)收益率*90%+银行1年期定期存款利率(税后)*10%,债券型,O
003711.OF,泰达宏利京元宝A,泰达宏利基金,货币市场型,20161123,0.15,0.05,同期七天通知存款利率(税后),货币型,O
003816.OF,银华交易货币B,银华基金,货币市场型,20161123,0.3,0.09,活期存款利率(税后),货币型,O
003486.OF,平安惠隆纯债A,平安基金,债券型,20161123,0.3,0.08,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003712.OF,泰达宏利京元宝B,泰达宏利基金,货币市场型,20161123,0.15,0.05,同期七天通知存款利率(税后),货币型,O
003733.OF,金鹰添裕纯债A,金鹰基金,债券型,20161123,0.3,0.1,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%,债券型,O
003446.OF,英大睿鑫A,英大基金,混合型,20161123,0.6,0.1,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003447.OF,英大睿鑫C,英大基金,混合型,20161123,0.6,0.1,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003501.OF,泰达宏利睿智稳健A,泰达宏利基金,混合型,20161123,1.5,0.25,中证综合债券指数收益率*65%+沪深300指数收益率*35%,灵活配置型,O
002906.OF,南方中证500增强A,南方基金,股票型,20161123,1.0,0.2,中证500指数收益率*95%+1%,增强指数型,O
002907.OF,南方中证500增强C,南方基金,股票型,20161123,1.0,0.2,中证500指数收益率*95%+1%,增强指数型,O
003871.OF,华泰柏瑞天添宝货币B,华泰柏瑞基金,货币市场型,20161123,0.19,0.05,当期银行活期存款利率(税后),货币型,O
519786.OF,交银裕利纯债A,交银施罗德基金,债券型,20161123,0.3,0.1,中债综合全价指数,债券型,O
519787.OF,交银裕利纯债C,交银施罗德基金,债券型,20161123,0.3,0.1,中债综合全价指数,债券型,O
002961.OF,中欧双利A,中欧基金,债券型,20161123,0.6,0.1,中债综合指数收益率*90%+沪深300指数收益率*10%,债券型,O
002962.OF,中欧双利C,中欧基金,债券型,20161123,0.6,0.1,中债综合指数收益率*90%+沪深300指数收益率*10%,债券型,O
002006.OF,工银瑞信新得益,工银瑞信基金,混合型,20161122,0.9,0.1,中债综合财富指数收益率*70%+沪深300指数收益率*30%,混合型,O
003585.OF,先锋现金宝,先锋基金,货币市场型,20161122,0.33,0.05,七天通知存款利率(税后),货币型,O
003679.OF,中融现金增利C,中融基金,货币市场型,20161122,0.15,0.05,七天通知存款利率(税后),货币型,O
003678.OF,中融现金增利A,中融基金,货币市场型,20161122,0.15,0.05,七天通知存款利率(税后),货币型,O
003741.OF,鹏华丰盈,鹏华基金,债券型,20161122,0.3,0.1,中债总指数收益率,债券型,O
003641.OF,长盛盛丰A,长盛基金,混合型,20161118,0.6,0.1,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,O
003642.OF,长盛盛丰C,长盛基金,混合型,20161118,0.6,0.1,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,O
002459.OF,华夏鼎利A,华夏基金,债券型,20161118,0.6,0.1,中债综合指数,债券型,O
003568.OF,平安惠利纯债,平安基金,债券型,20161118,0.3,0.1,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
002460.OF,华夏鼎利C,华夏基金,债券型,20161118,0.6,0.1,中债综合指数,债券型,O
003586.OF,先锋精一A,先锋基金,混合型,20161118,1.5,0.15,沪深300指数收益率*55%+中债总指数收益率*45%,灵活配置型,O
003587.OF,先锋精一C,先锋基金,混合型,20161118,1.5,0.15,沪深300指数收益率*55%+中债总指数收益率*45%,灵活配置型,O
003038.OF,广发集瑞C,广发基金,债券型,20161118,0.5,0.1,中债总全价指数收益率,债券型,O
003037.OF,广发集瑞A,广发基金,债券型,20161118,0.5,0.1,中债总全价指数收益率,债券型,O
519623.OF,银河君耀A,银河基金,混合型,20161118,0.6,0.1,上证国债指数收益率*50%+沪深300指数收益率*50%,灵活配置型,O
519624.OF,银河君耀C,银河基金,混合型,20161118,0.6,0.1,上证国债指数收益率*50%+沪深300指数收益率*50%,灵活配置型,O
001874.OF,前海开源沪港深价值精选,前海开源基金,混合型,20161118,1.5,0.25,沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*35%+中证全债指数收益率*30%,灵活配置型,O
003602.OF,申万菱信安鑫精选C,申万菱信基金,混合型,20161118,0.6,0.2,中证综合债指数收益率*70%+沪深300指数收益率*30%,混合型,O
003601.OF,申万菱信安鑫精选A,申万菱信基金,混合型,20161118,0.6,0.2,中证综合债指数收益率*70%+沪深300指数收益率*30%,混合型,O
001756.OF,嘉实策略优选,嘉实基金,混合型,20161118,0.6,0.1,沪深300*50%+中债总指数*50%,灵活配置型,O
003314.OF,浙商惠南纯债,浙商基金,债券型,20161117,0.3,0.1,中债总指数(全价)收益率,债券型,O
675081.OF,西部利得祥盈A,西部利得基金,债券型,20161117,0.4,0.1,中债总全价指数收益率*90%+沪深300指数收益率*10%,债券型,O
003703.OF,博时富鑫纯债A,博时基金,债券型,20161117,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
001633.OF,万家瑞祥A,万家基金,混合型,20161117,0.6,0.2,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
001634.OF,万家瑞祥C,万家基金,混合型,20161117,0.6,0.2,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
673071.OF,西部利得新动力A,西部利得基金,混合型,20161117,1.2,0.15,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
673073.OF,西部利得新动力C,西部利得基金,混合型,20161117,1.2,0.15,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
675083.OF,西部利得祥盈C,西部利得基金,债券型,20161117,0.4,0.1,中债总全价指数收益率*90%+沪深300指数收益率*10%,债券型,O
003397.OF,银华体育文化,银华基金,混合型,20161117,1.5,0.25,中证800指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
002133.OF,广发鑫益,广发基金,混合型,20161116,1.0,0.2,中证全债指数收益率*70%+沪深300指数收益率*30%,灵活配置型,O
002128.OF,广发鑫惠,广发基金,债券型,20161116,0.3,0.1,中债总全价(总值)指数收益率,债券型,O
003400.OF,建信恒瑞,建信基金,债券型,20161116,0.3,0.1,中债综合全价指数收益率,债券型,O
002563.OF,泓德泓汇,泓德基金,混合型,20161116,1.5,0.2,沪深300指数收益率*50%+中证综合债券指数收益率*45%+银行活期存款利率(税后)*5%,灵活配置型,O
003484.OF,金鹰鑫益A,金鹰基金,混合型,20161116,0.7,0.1,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003485.OF,金鹰鑫益C,金鹰基金,混合型,20161116,0.7,0.1,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003683.OF,博时安弘一年定开C,博时基金,债券型,20161115,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003682.OF,博时安弘一年定开A,博时基金,债券型,20161115,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
519207.OF,万家年年恒荣定开C,万家基金,债券型,20161115,0.4,0.1,中债综合全价(总值)指数,债券型,O
003295.OF,南方安裕A,南方基金,混合型,20161115,1.0,0.2,上证国债指数收益率*85%+沪深300指数收益率*15%,混合型,O
519206.OF,万家年年恒荣定开A,万家基金,债券型,20161115,0.4,0.1,中债综合全价(总值)指数,债券型,O
003605.OF,景顺长城景泰汇利A,景顺长城基金,债券型,20161111,0.3,0.1,中债综合全价(总值)指数,债券型,O
519328.OF,浦银安盛盛泰A,浦银安盛基金,债券型,20161111,0.3,0.1,中证综合债指数收益率,债券型,O
519329.OF,浦银安盛盛泰C,浦银安盛基金,债券型,20161111,0.3,0.1,中证综合债指数收益率,债券型,O
003612.OF,南方卓元A,南方基金,债券型,20161111,0.5,0.1,中证全债指数收益率*90%+沪深300指数收益率*10%,债券型,O
003613.OF,南方卓元C,南方基金,债券型,20161111,0.5,0.1,中证全债指数收益率*90%+沪深300指数收益率*10%,债券型,O
002778.OF,前海联合新思路A,新疆前海联合基金,混合型,20161111,0.7,0.1,一年期人民币定期存款利率(税后)*70%+沪深300指数收益率*30%,灵活配置型,O
003244.OF,上投摩根中国世纪美元现钞,上投摩根基金,混合型,20161111,1.5,0.3,中证中国内地企业500指数收益率*60%+中债总指数收益率*40%,灵活配置型,O
003245.OF,上投摩根中国世纪美元现汇,上投摩根基金,混合型,20161111,1.5,0.3,中证中国内地企业500指数收益率*60%+中债总指数收益率*40%,灵活配置型,O
002737.OF,泓德裕和纯债C,泓德基金,债券型,20161111,0.3,0.13,中国债券综合全价指数收益率,债券型,O
002736.OF,泓德裕和纯债A,泓德基金,债券型,20161111,0.3,0.13,中国债券综合全价指数收益率,债券型,O
003734.OF,万家瑞盈A,万家基金,混合型,20161111,0.6,0.12,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003290.OF,长城久稳A,长城基金,债券型,20161111,0.3,0.1,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
003660.OF,中加纯债两年A,中加基金,债券型,20161111,0.4,0.1,中债综合全价(总值)指数收益率,债券型,O
003445.OF,中加丰享纯债,中加基金,债券型,20161111,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
003661.OF,中加纯债两年C,中加基金,债券型,20161111,0.4,0.1,中债综合全价(总值)指数收益率,债券型,O
519139.OF,海富通沪港深,海富通基金,混合型,20161111,1.5,0.25,沪深300指数收益率*40%+恒生指数收益率*40%+中债综合财富指数收益率*20%,灵活配置型,O
002779.OF,前海联合新思路C,新疆前海联合基金,混合型,20161111,0.7,0.1,一年期人民币定期存款利率(税后)*70%+沪深300指数收益率*30%,灵活配置型,O
519772.OF,交银新生活力,交银施罗德基金,混合型,20161111,1.5,0.25,沪深300指数收益率*60%+中证综合债券指数收益率*40%,灵活配置型,O
003181.OF,前海联合添利C,新疆前海联合基金,债券型,20161111,0.7,0.2,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,债券型,O
003180.OF,前海联合添利A,新疆前海联合基金,债券型,20161111,0.7,0.2,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,债券型,O
003735.OF,万家瑞盈C,万家基金,混合型,20161111,0.6,0.12,沪深300指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O
003243.OF,上投摩根中国世纪人民币,上投摩根基金,混合型,20161111,1.5,0.3,中证中国内地企业500指数收益率*60%+中债总指数收益率*40%,灵活配置型,O
